post_id,author_id,private,title,content_body,created_at
0Pnr8uYKVIV3ri3ngXbe5w,_NEPvSQHmXZqnVPDFJmN6Q,True,Goodwill,3345 E Tropicana Ave,2020-01-07
uJl2By2OJUYo2vFDNoNfpw,IoYKc-2pNrqdeBvMahv77Q,False,Holiday Inn Express & Suites Huntersville-Birkdale,16905 Caldwell Creek Rd,2020-04-07
9vDW3dBfxf96nAh_9-Bx6w,SguS8pNWjsCjcCT8QNLbZA,False,Sunkist Pools,,2020-02-19
yj0cs_003-fMkKUuDb_kCg,EERXYpDviNN6Ilvgt7s4uQ,True,Cath Kidston,58 George Street,2020-03-03
KcZwrEtqHtVYGnovMs__lA,ErFpNz7u0RISzgjp2yeGmw,False,Arbors Townhomes,1892 Arbors Dr,2020-02-20
AbadN65irz8uSL8z6fkoBg,7bRHhZbkBjnz76he8dgydA,True,BBQ King,5650 Spring Mountain Rd,2020-02-14
bAszaQnDHg_Z2y0HbhLcyA,-BrvJx6XsLzvV_yo-sJD8g,True,YMCA,20 Grosvenor Street,2020-02-10
jHQfFRP_prTV_Nu7L1J6uw,UXh0CUCFwwX_gr-zE4AOVg,False,Glendale Public Library,19055 N 57th Ave,2020-01-25
qwt9fL28iSpaWyF5pgNd8w,ivEaC5rKKtsp3TYyHFIilA,False,Panda Express,7000 E Mayo,2020-01-30
V3zX8A_S8NuySn99JHbo1A,Rm_2yyMb_YlAEbtKBe6BfA,True,Coiffure Desjardins,381 Sherbrooke Rue W,2020-02-09
s2Dwj_3-F9SCHAO8ptzuGQ,t2az7rrIEFV9wYVIxCOLng,False,cvs pharmacy,909 E Apache Blvd,2020-01-23
najSbqrWWWJkifOgDeUZGQ,nLsAALJaCkgRD1R9IOz8Xg,True,Thursday's,1449 Rue Crescent,2020-01-14
j6JAY0KpNCVgOmq9G6MZuA,8hurJbkwW4IV12tIbJVMFw,True,Little Italy's Feast of the Assumption,12021 Mayfield Rd,2020-04-03
DIkXHNJt3Tv4YCKqBAkkfw,OlI41WKcx1qiRTanBI97ew,True,Klinke Cleaners,939 S Park St,2020-02-02
6pftMZF9qqBfmqotKojgOA,4NjRaxfBNorgoQPmpwO0ZQ,False,Nature's Best Landscape,,2020-03-18
jZLFHdhD7XDeUT6KZZp8Qw,b33lqThJ4txvrPzOi4e2lQ,True,Urban Herbivore,967 College Street,2020-03-27
kQr6uN8kuqKeRnsxu4GotQ,7Jsrwag7NJrDEJxj5zBDUg,True,Emmert Dental Assocs,433 Market St,2020-02-03
YV2nmpd7dz6VJiLQqBkECg,4dDtC50WNS6t_xQjQaVfAQ,False,La Reina Michoacana,2601 N 32nd St,2020-03-13
IaBH2UQkcBYUHfFZUeq7MA,8-n5sPLk4yTXzV2xd4ZuDg,False,Fada Scooters,1400 Gerrard Street E,2020-03-16
dsAcgF6qtZy2m6d_yWCrGQ,Lfif5mlaBTCUoJ8wbepXqQ,True,Pizzeria Via Mercanti,87 Elm Street,2020-01-13
rQ6C54q1N2iq9iDKSA3QGA,yqNkNeQ3PnRgHAxgP7IQZg,False,New Dragon Express,3105 Washington Pike,2020-02-22
h8XdexOcJlfLOwXIDtyalg,-kOz6o3Us4Ih047pFcrH_Q,False,Cafe Rio,5150 S Rural Rd,2020-02-14
SG86aNreRSzYp_mimnQO3A,qJJ9DNaLvIwjSge2LQY43g,False,Quickspark Financial,,2020-03-27
q2kpGK7pcYR8uAYNaqFFog,T2B5_IYtnkBF8Ad9xiGyHA,False,Western States Flooring,350 E Elliot Rd,2020-02-09
BrFx5KAEiEYltTfIjCtUJQ,nhlvlbIoHMmu9T4M_dCFdw,False,Hi-Health ,3841 S Gilbert Rd,2020-04-07
8vaXVv3PUNxGYDv1W5evEQ,DMcUZSSlCFKAisxBKDz5VA,False,Firestone Complete Auto Care,1141 E Bell Rd,2020-01-07
yzfp-WYIfcwRwcuMc6Uelw,p_Wj82BvQxr9NwW1o66Z6g,False,Pick Up Stix,777 E Thunderbird Rd,2020-01-07
zYyDkYMX1n_TXxG3BiSCrg,PzAgovA77AFlQC6AaEgkUw,False,Bender Chiropractic Center DC,1601 E Bell Rd,2020-04-02
dNy_RP9YolWZ3DmZTzRyOQ,c8JWAP9KVr4SNqWY8Z8H5Q,False,Carolina's,27 N Dysart Rd,2020-01-23
5dFz332M4vPK9k5gbx90aQ,lFDuxjHD-HeJYw8qug-zEg,False,Pizza Shack,3546 Saw Mill Run Blvd,2020-02-26
XSUKqgcRu_pk2QEYwghPvQ,EMLAieoHw3KBI65t0m0Xow,False,Attention To Detail,3839 S 7th St,2020-02-21
Izj6jNylEJCvCNj3_nTNBQ,HoHctS6t0hsfaOrxM3YMJA,False,Belgio Nail and Spa,775 W Craig Rd,2020-02-15
hqi9zoHMqpSLy628aHGVOQ,nqwAXfLzXqhzGmIfhs21zA,True,Jumbo Empanadas,245 Augusta Avenue,2020-03-28
Uv4Gv9DelZjJUmzSLrv41A,OIQeivDM3YdxEHLBcZye6w,False,Barbeques Galore,800 N 54th St,2020-04-06
e2QV1_gH8R2Klr4w2PRSow,PUPIWa8Z1Np8RxrsezDguw,False,Bistro L'alsacien,240 rue Sainte-Marie,2020-04-04
UPFV1Yl-izavMd8s2pU9CQ,Ms4nrR3jLZ5SMVohhYJDiA,False,It's a Dog's Life,3535 Dundas Street W,2020-02-21
nrXIZ5Ky5vZNsEREBT9I2g,iwH2TzGyd5ubUtWypW6Row,False,Molisana Italian Imported Foods,8037 Broadview Rd,2020-01-07
IzQzr4o66iXgBZUiY62fOg,swM8NsQuTogx5YKqPFgPRw,False,Iceland,8 Easter Road,2020-03-15
eT8w06IjAJM-4xAEK3adzw,ZIGAOAheQcxegpQiQLlvKA,False,Uniquities,5981 W Bell Rd,2020-01-05
W65M4nIiWtezQieRfZz6cg,-JAFy5OJ1dy0ClrJYh05QQ,False,Ming Palace,82 Howden Hall Road,2020-02-25
zwgVuZcMgijt9k3Jq-2zQQ,kT7Bs2YB4IV1ym1NswP7Kg,True,Second Cup,1351 Rue Sainte-Catherine E,2020-03-19
Rab48Gm4EX4UukkouPqS7Q,knvJCRYH29AO9jlIncL4ag,False,Budds' Mazda,1501 N Service Road W,2020-03-17
Vti2Kkh_SwEXcyWiCIY1Zw,jT9aDVt14PDprgsi0UbtFA,False,Pho Mi 99,4557 Hurontario Street,2020-03-21
RvQVyHvxQLQB4YP8K7EKFg,i-NgL6nHsoGLnD2tjxzw0w,False,Comfort Inn & Suites Las Vegas - Nellis,4375 E Craig Rd,2020-03-10
Sk0jAL8cPgCSVRU8-pD8QA,XgiBw98dJPfJ-OXyEf8asg,False,Bed Bath & Beyond,3739 William Penn Hwy,2020-02-05
M9YcmDmn_KK13_P6yRu7pw,VT28L5RS2pKTD5m9BYnOJA,False,Sears Outlet,9571 South Blvd,2020-03-14
z-jCKs0SWFwIciwpVqOshQ,byj6sMoWcBGH6wqg6KpvbQ,True,Green Natural Health Foods,689 Mount Pleasant Road,2020-01-31
-QHKjrlSlhpIwGoppdiViA,v3anydrm6utfF6KhisihUQ,False,NTB - National Tire & Battery,4919 William Flynn Hwy Rt 8,2020-01-08
Rmyqn_pUyFpjPhwaIkhJjw,bwwa1pLCbCHSbXgZtyGUdw,False,T J Maxx,7655 W Bell Rd,2020-04-01
fEymsotOKc5V6-z7pZLPrw,VxkaOsfnbff2JXunEQVEAA,False,Tiffany's Restaurant,1970 Highway 7 W,2020-03-23
jMPPJmQBBa3iRuWbYbj1Gg,JBInDuMqeZ3fGLE2XegKXw,False,Ringside Sports Grill,2030 W Camelback Rd,2020-01-25
owO-5OXUIG9If6OwNmtFxQ,DP9khXdXL6EnK6dX3MNbQg,False,Daphne's Greek Cafe,2855 W Ray Rd,2020-01-04
6kIs9mkP9Rx72nkJraz7yg,294B8PBasZK20z63en0uXQ,False,Stone Oaks by Mark-Taylor,2450 W Pecos Rd,2020-02-15
pGgZKhDaZjCX1q1pm6Oa7g,3GZjXE6LdGGAJ-gsLy4YOw,True,Blossom Lash Company,2150 S Rainbow,2020-02-23
LmXxzIkRDzAiVPztnkBb_w,SIbvH72F3mJgOIqKVYgrqQ,True,Boots & Bourbon Saloon,725 Queen Street E,2020-02-05
nhjYGdlR5Yw5-uOQqCVF8A,dkWaUlWdHsmZQec6eEIyRw,False,Wendy's,844 N Rancho Dr,2020-02-13
TyFerJhQzfzyToTJwmh_QQ,a3dqOB-DqZxZ-woCdPmJqg,False,Sleep Inn & Suites At Concord Mills,7821 Gateway Ln,2020-01-02
rxAeRz4i2PFyB1FvWfqOOQ,uXw86ZAjReT7yB1yt0XSPw,True,Café Indigo,1500 Avenue McGill College,2020-02-07
7RY6ARllxXFXYTTXtP-8Eg,R4Ecl0fKSnXQXRRSJPvFoA,True,Little Bangkok,227 Main Street,2020-01-06
mqEFABeUq21t0SSJuL1vrg,s6v8jl6W8cpCyGmNC2kpNg,False,Magic Wand Pest Control,,2020-02-06
xG16Td9VcsS7TF36nhQutw,BKugLysCNW29tjvW5UT66g,True,Desert Sportsman's Rifle & Pistol Club,12201 W Charleston Blvd,2020-03-24
ddzrMr6C65Ib80VUa3fKNA,w5ew05iHDI0h_4cDNFNucA,True,Benny's Barber Shop,1719 Bloor Street W,2020-02-12
WENK5S15dcSt3zINQUxeKg,35vk3ovQ7nkquJr1uFUOQA,True,Danner Christopher J MD,2801 Randolph Rd,2020-01-14
HQIwXiWv0CAKcKSRfBwA1w,pPRt-RSzii4aAp6cwkxq3w,False,Starbucks,730 W Camelback Rd,2020-02-18
JppAcdRnxACAd2_qHP9HTA,bFdieR4hcWC0h0SA9_Z-Hg,True,Rampart Commons,1055 S Rampart Blvd,2020-03-09
0W-qCKguiieaKQM5Pc75zw,L5unG-UPYCjivKX6zwqo6Q,False,Babyrama Total Baby Store,190 Westney Road S,2020-03-26
6sx1FKkTPmTJKQOxql3MNA,Bz7GpujWXO2Ia7Ji0hPRyA,False,Taco Bell,2517 Cuthbertson Rd,2020-01-25
rEMsTykf41aA9JbdXZnXqA,5JZ4yGqU8i63LLmAz7ddow,False,Thrill Bikes,,2020-02-12
qmoLmNHJTHGbELSsIVFLUA,VmmIOdDY6xqP0wp8DExqeg,False,Krakow Foods,5842 Ridge Rd,2020-02-05
uMGAQmMimhqddhO6lJUZlw,mjwl6eu2E4hbOuj-kwGXeA,True,Inspectioneering,4981 Mcknight Rd,2020-03-05
Pz4WCe9ziu8GFMggF_51dQ,D0A8TIkeRJBelXL2BkeB5w,False,Chase Bank,2440 E Baseline Rd,2020-03-14
A5BiIK444PBb6FMOIxeEVg,bGKSwrFpAKuYtmtZGQKW6A,False,Blimpie,1024 E Buckeye Rd,2020-02-26
09jyBJTFJAxxLmCENo17rQ,a0LB12Fjpb5SpihFBiFNjw,False,Clinch Charles R DO,3033 W Bell Rd,2020-03-01
EzjdzHIiBw98pbOUnB21Uw,kk0HWtBG3pRBxLIP6z8YuA,False,Fresh & Easy Neighborhood Market,3434 W. Greenway Rd,2020-01-02
ZQG5EFBd8yVO78nz3fLYJg,1nqv_dR8oA00wkNHgWQBfg,True,Vienna Distributing Co of Ohio,8110 Carnegie Ave,2020-01-05
NTmryOicvLBnPeDuKOtDtg,peXuwlekANHSXa_kJJiKuw,False,Firestone Complete Auto Care,9970 W Lower Buckeye Rd,2020-01-07
4U53QybENiCcwD1zD5THkg,1llLRrB6uFwACTleMfoYuA,False,Bristled Boar Saloon & Grill,2611 Branch St,2020-04-01
XNj4S8rOvjWOh2b8PnGBjg,Y4uVw9rwWT6oTQfsZsDD0Q,False,Grande Pizza,28465 N Vistancia Blvd,2020-03-16
7d3tmP0XIFdjdqQ6hBRA4Q,c_xKfRw5iEUhBo-uwt-l5A,True,IL Bacio,2181 Murray Hill Rd,2020-03-28
x0ghbO1UjgSsQPvmCEBrZw,ABki6TCh3mR9hc5VNDW_VQ,True,Quince,2110 Yonge Street,2020-01-12
oknlO7HeJDWIQAfXiwnyyA,zUPECwEd45xlSJ-R32m5bQ,False,Tint AZ Mobile Window Tinting,1412 N El Dorado Dr,2020-02-17
b7g2zeeDk3JsJXI_fmJe9Q,0XPRhAtNBWZ0IXuZqrkDfQ,True,Spirit of China,30 South Bridge,2020-01-15
gyPmHqIqC5-RAAy51oiafQ,d91JuwrO2FIOQj9YPmSRrw,False,The Cloak Bar,488 Wellington Street W,2020-02-17
_48HsMnGy_qFE9RMrKyyLQ,MM3dIDS2K03zzxaMgDxtxg,False,Massage Heights Strongsville,18240 Royalton Rd,2020-02-02
