post_id,author_id,private,title,content_body,created_at
6DeXVXlaz0mHmZrT1YtPgA,2FU0PdVmKvbzPNbTIRNt8A,False,2015 NAILS & SPA,13814 N 51st Ave,2020-04-04
_uE8MJX_mnDVfGDzofWzEQ,5WQwC0PyT9BzqC9wWYKPQQ,False,Bank of America,3110 W Carefree Hwy,2020-04-03
ijS78e3hXkUpHJNpBx0CRg,25zP88NgWccQqGiuDIVn8A,False,C Mulligans Pub,6450 Pitts Blvd,2020-03-14
VqGjrLytkoMrcAlAfd2OOQ,jkM_jFcUL_nxMlRwFZpVnw,False,GameStop,1639 S Stapley Dr,2020-03-18
hDlRzzxfVkVNjnveJ8sLmg,sC7yB_lxa5uWE4qQDX5Yow,False,Rainbow Club & Casino,122 S Water St,2020-02-03
xv6FI0TBvSkjIyrvo2Hk-Q,labJlUPRGV-YuE2vJBfZIg,False,My Left Foot Children's Therapy - Summerlin North,7501 W Lake Mead Blvd,2020-04-07
mw2AYb6KOJhfpANu130IzQ,GC9yFOS_OflSN2pPZwInEw,True,Andrea Restaurant,3194 Boulevard Saint-Joseph,2020-03-12
-RmXB5nIycequPUB6kxdGg,cIb0r19w-EQ9IhvRhZGKXQ,False,On The Run Massage,,2020-01-09
hHx3Z8O9_R_ymK4mbvK7AQ,RpTJiu3uwosi7lRRvYUHNw,False,Fry's Food Store,4505 E Thomas Rd,2020-02-10
Pw0OGjlsUz28_-yLWfKKCQ,P2xG1503P2-x6m0ErnAu-g,False,Miracles of Phoenix Fitness,1524 E Pierson St,2020-03-29
OBAqXJhTVNeWnHlKrBnb9g,Grx1R5mmoCdTd35zwpigrQ,True,Pink Olive,55-57 W Nicolson Street,2020-01-14
Sw9KcfnairCFWJa9x6v25Q,zD6avonLWy8CLCxRrPvpkg,True,Ehrmann's Cafe,Königstr. 26,2020-04-04
f5mpGkUp1xNJTawnoUI9Tg,xk9Aaj4lyDr-R7cuQJybcQ,True,A-1 Wildlife Control,,2020-02-25
yAbTdVW4GhtttPh8vUTQHw,ZflqDxOFeBxTyQEr7speTw,False,CVS Pharmacy,280 N Avondale Blvd,2020-02-12
iBuh1wqpib8G_GdHpedckg,FG1PZOs_UT9vhjyyQ9OFoA,False,APS,400 N 5th St,2020-02-18
XDFQZ_oPkygNklZt18pBUg,BHGRfhfuYh2P4ldB5a9Kzg,True,Anti-Hero 13,823 Queen Street W,2020-01-15
5MfsMof-_ddB6MqdoyMXDQ,6SK_vCkbIFC8xQ-vSSoK4A,False,Super 8 Motel,5288 Boulder Hwy,2020-01-26
apsMO4XQ2wyyAvkg6nlpbA,OE8kAnnq5lauC-R8ZlXirg,True,Odds and Ends,703 Queen Street W,2020-01-13
hNuDWMtu56NLz4L1Ghm0aA,s6SWQigNGNHnWFSfwh025A,True,Baldwin Street Grille,1304 E Washington Ave,2020-02-02
qAAByRCtxMQmdT2uSRl6Hg,AbnZanol6LMlkueffePSPg,False,Viking Appliance Repair,,2020-03-04
w3NUTI95PhX5W-F69CNIYg,xFvW2QLnxRtbHpw-04eiQA,False,Montego Bay Apartments,1050 Whitney Ranch Dr,2020-03-10
x-PjsebOBDnbClUfGMMv_w,kUQkHpGukMCcyLVB1TB3Mg,False,Petland,510 Marks St,2020-02-14
W1QiqlXMquGuivZb4TPfHw,g1x_enRkK7fH6P7pSmoJrQ,False,Hertz Rent A Car,9875 West Bell Rd,2020-02-18
FK9cF9H9pQs2WEBr0sqXoA,grFM8-wMRqMTNguMuTbDjg,False,US Post Office,6200 Biddulph Rd,2020-01-11
BBt-H2kcXYGumD0Ey84hQw,TsXpCfmY3N5ItjVjRvNRKg,False,Delicious Factory,414 S Mill Ave,2020-02-29
OKwVSvwSdkxVYBLtZjHz0Q,ZU__-5MExgl5hBweQD46dw,True,Caesar Spa,30 Carlton Street,2020-02-19
UVRgPeUS5-pxGVK7OLl0Zw,QgFrQ_xzvDRqljdJdtEtwA,True,The Hummingbird Caribbean Cuisine,1276 Queen Street  E,2020-04-06
jU2P_pS---6Ple0IEchi0Q,t8mzlObIN9eh5C_dtZQORw,True,Cardinal Skate Shop,940 Bloor Street W,2020-04-06
sPaOuP_ea3Bhh-OAFZarqw,rNQ1ZmEMY7m9zDajHsQKew,True,CABIN - Goods & Grooming for Gents,504 Lakeshore Road East,2020-03-14
SuRxV4YkPsvyyqK57On0rQ,ELTIFbfy-_dDahA5Ig4apA,True,Pura Vida Bakery & Bystro,1236 Western Ave,2020-01-29
qqTk5WwL0j5oWFyIJkTX3A,3lGd4luPOFFbokGIOI8jJQ,True,Sports Medicine Specialists,150 Av Eglinton E,2020-03-16
ugPCIr4fZXtuHbC6xNctaA,bqn-tsyTzU7loDYQyzuItw,True,Mom's Family Restaurant,6512 Clark Ave,2020-03-27
orRH-x9MyyH6UXzpa2CwNw,LP1OvGY9CS5ZT6MqOCbt-w,True,Santiago Auto Care,4705 Bridge Ave,2020-02-13
mtExazYh6r048iE6LM5c0Q,q699A0X4vk-oCSV2D8P9vw,True,Eliza Furnace Trail,First Avenue At Try St,2020-01-10
FQpEfakfaMfByZ6Qe7fn4w,BuN3sNrc4TZrr1b_deJrOw,False,Great Clips,3101 N Rainbow Blvd,2020-03-06
ezQRUjY-dOBEwmYCtvSUfQ,gZGiB84EaFtquFvz6SJfhA,False,Kickback Tours,,2020-01-25
HiK9B0bs_8BtOwigdZpJDg,M7fbLLxC6TFuHUUqb3Qtgw,False,Elegant Nerd Studio,1919 N Scottsdale Rd,2020-02-10
4J5WT8HM2IINOmVtvRihbg,2DdxVW84YEP4kfd8xd0LwA,True,Kin Kin Bubble Tea,3850 E Sheppard Avenue,2020-01-07
4w3CXzYFboPjsjDHIXyVLg,rlusDqlnBhBbi5fd5yAz8A,False,Chipotle Mexican Grill,8195 Golden Link Blvd,2020-03-27
cJQGSrw9xNDOT97XXQEm5w,1mMPrrAC6NPon1jQbDH80w,True,JPS Estate Liquidation,10805 Osage Winter St,2020-03-14
sgfmDj07dvEtPujRJTMy6g,rNljlueDU0_YYjZa7U-CAQ,True,Charley's West Indian Food,1154 Morningside Avenue,2020-03-17
m7u5k3-_6WGOwLaVznCKKQ,i5wCHDjJkmzFyu2bAG6S3A,False,White Cross Drugs,1700 Las Vegas Blvd,2020-04-06
-6tvduBzjLI1ISfs3F_qTg,Lem9eSd1nT3pMu5wraUv3w,False,Joyride Taco House,302 N Gilbert Rd,2020-02-27
x5ya2vo2lr4X8emn2gLdBw,1pdUKN3JfEW8yL4md08_6w,True,Jeffrey St. Whisky and Tobacco,12-14 Jeffrey Street,2020-03-12
eR6ygdRLRC0cC36khIHrrg,Jdcn9jA60WjTxHEpR-T7pQ,True,Concession Kia - Auto Elite,5470 Rue Paré,2020-02-09
DQFZ6kIGLJCLOscHzt98dg,3LInzxWwCjlQwXWc99JWNQ,True,Club Charleston,5740 W Charleston Blvd,2020-03-28
VJVfxFqiCT-7J-G7-miwbQ,H0FUdfLSDGg3AgMxsbYXnQ,False,Fabios Pizza Homeservice,Weidacher Str. 10,2020-02-17
lAUtnCc0OqzevjdI8ANHeQ,pbtzE3NArGNQByTrHnKU_A,False,Staples,7014 Smith Corners Blvd,2020-01-19
7jnrheg6VbUaSKpHrzWQaA,JM_-tArmcKA0JSjcE427rw,False,The Biting Edge Family Dentistry,721 W Glendale Ave,2020-01-30
EHXCJ7ZEUWqBhVfYgrKTsQ,Vzcw6uPmPI8mTxXR1dtHag,False,Zoolights,455 N Galvin Pkwy,2020-03-10
pVrke8m3lG65WfVRJP1moA,YqVMjlWexSFpL_sgCAbxQg,False,Spring Apartments,2015 W Cactus Rd,2020-01-07
tK05tv0fKQkhYev9vuHEKg,7pHm0hjriKK9ZkUjgcqP1Q,True,Corner By Spoon And Fork,1225 Dundas Street E,2020-01-21
ESjDgvOrMc-0nMpPtbompg,KEus5ImMITabklZ6IlQ9bg,True,The Nu U,10271 S Eastern Av,2020-04-03
gbsDvIBVQtVTpzUUzlE3GA,RoL9T2gHBKshwU931oab1g,False,El Pollo Loco,185 N Stephanie St,2020-02-09
XrjSXLQwA54tt3T_SF3UIA,kUJkVPI-TlTsO7klovnH4g,True,Or Bamidbar Chabad East Sephardic Synagogue,2991 Emerson Ave,2020-01-16
Mr9aywfux48ESUMHhpdM-A,3CdX9anUthQqnoZz_kOZyg,False,PetSmart,1561 N Dysart Rd,2020-02-03
BIBWGO_r_1znnlmLbp4Nxg,D4TE2hW2QWRn128vOOwVdg,True,Golden Nugget,129 E Fremont St,2020-04-05
Iq4NUW8He1gUWQMV-Fj20g,ZstJsJ8Ktttos74JJhFRRQ,False,Indus Tavern,965 Eglinton Avenue W,2020-02-10
he-JIuJSUxnrr04iyycH6A,fCHNEijio8v7mfQg9IUcIA,False,Tacos Jalisco,9802 N 7th Street,2020-02-27
PkRtMISoIwNs6tJlQ0vfyg,nAcxTvKQ2OLJSVvHkVeR8Q,True,AER Club,Büchsenstr. 10,2020-02-21
9TvAsXDbpqtK2re5PzrUlg,q0g8bbrdNtRaGwN8Sz05Ww,False,Guys Pizza Co,859 E 222nd St,2020-04-04
dr3TyPA3uztzD3y_aa_mhQ,KSbmwHC9ZX79dj-2clL7Rw,True,The Walton,607 College Street,2020-04-08
kUUBBLBHCasOl2a5nW9nAw,ZhIAbtW47aTYdmKgywazCA,True,Bailey's Sports Bar & Eatery,4341 N Rancho Dr,2020-04-02
6JKiD0plaICGZ3zm2WPLBQ,GhY45rFhEZfRtxd1GTwluw,False,Michelle's Antiques,10 N Macdonald,2020-01-22
-Wz4zGE6zIbhAg3CkLlTuQ,f-eoQGCNBTwTKswAvEeNYA,True,The Paul Lynde Show,3645 S Las Vegas Blvd,2020-01-11
Jt28TYWanzKrJYYr0Tf1MQ,6ZD26sLz51TQ-YBMWu9NEA,True,Cabo Wabo Cantina,3663 Las Vegas Blvd S,2020-03-03
QgWPqUuDFm5wF5UpNECZYg,4dBHW4poooq50wlneOZs_Q,True,32 Degrees,3799 Las Vegas Blvd S,2020-03-30
mfGt6bMu9DQxsgOeylyvnQ,36pvB7iRctfoZjCm_2q8Vw,False,Fashion Nails & Spa,1445 W Southern Ave,2020-03-13
ixfh0cNrB5MwOcKQn4zCvA,lYIpPAFSkj9tKE98k_BGWw,False,Meant2Be Events,4400 N Scottsdale Rd 9-284,2020-03-16
4detZfo7cgQVoKsxW3woxA,RK7yhx-65CPuXEvQh_zkkQ,False,Rodeway Inn Old Town Scottsdale,2934 North Scottsdale Rd,2020-02-27
FO_PUHPBhDZp8oAh0SE-Yg,XqR_N472gUmfTDvZ0VrjvQ,False,Paoli Cheese Cottage,6890 Paoli Rd,2020-03-07
hQeS3VtQD7UDzl-qvW_AfQ,enYpmgRdAcGMHE6AsY3wRA,True,Pearl Sushi,2391B Lake Shore Boulevard W,2020-03-29
LnnYY4EmHGl_r1dQiqy5rw,KDrwkcxlTCk-Qq1pjo2osQ,False,Pita Ikram,530 Oakwood Avenue,2020-03-14
I94IGseS7WnW2ChK0x9BZg,RxQgKc9zCJoALCuFsW9mzQ,True,DJ's Butcher Block,4623 Liberty Ave,2020-01-29
uGTfHPZBTueyY4oeeBVFGw,HTe09AO8I_a8hAI7CefSzw,False,West Geauga Veterinary Hospital,12498 Chillicothe Rd,2020-02-26
ZzKlyyKjlMvhLDFAlHiXpQ,H-NHBDw7UQ9C24kEqWV1Hg,False,Roma Pizza Plus,1883 Labre Street,2020-03-31
b4HxKm-RJogVlYoq3en2YA,LFHv3l-cRNMhfvqspr4eUg,True,The Green Mantle,44 W Crosscauseway,2020-03-28
id7aJmK8mFs5XSXNa4YgvA,02jKl-raGwOnlA6nZASOnQ,True,The Pinball Cafe,1662 Queen Street W,2020-02-01
ep_oilY5PyyEJDEN77xQ8g,WmZEGlXTEFKGnM2sbSaB7w,False,Thunderbird Park,N 59th Ave & Deer Valley Rd,2020-01-17
QLe7HPMV2IB2UZAl1AzcDg,8AR3feAFyrX4pz0MIFgMJQ,False,La-Z-Boy Furniture Galleries,7035 Smith Corners Blvd,2020-01-16
KRqd7xPJB00GoB7K0-SePg,1zn84V4V_zNr1EbsVbfLDQ,True,Bob's Copy Shop,616 University Ave,2020-01-05
myBIW7EOqcKhw5DRYogFpw,KGocYv5TWM2R-B8jQsA_ag,False,Blue Line Taxi,950 Sheppard Avenue,2020-03-20
t8jRxlx-IWQrkyWiPfo6Sw,5afTr99d27w5jAr5T6-Amw,False,STEAM Prep Academy,29895 N Desert Willow Blvd,2020-02-26
NDz3czc5SeQ1hgjn0twvgQ,19UdugGL0Szts1xm3VEPQA,False,Hermann Schurr,König-Karl-Str. 33,2020-03-18
04VVHA-3qmGKPMBKDHFm3w,2d_8gn6fCmvi3jTAaBmOfw,True,A&W,1 Richmond Street W,2020-03-03
DfEKJFHTeOyk0oT70gzz8A,PjPHCngYXQHSwxulNtDVmQ,False,Nordstrom Rack,25149 Cedar Rd,2020-04-02
_6mvQX9x66oz046eS5ii8w,vfltN73wi2wMteQvdZSKnw,False,Juan's Authentic Mexican Food,1516 E Thomas Rd,2020-03-30
2mrM4q-5htVP7Ins7Fjz1w,JKQldtm8L2YnxmL-HHEqBg,False,Mr Chips,Telford Street,2020-02-06
rjYoliKKBypWdPzyTqzrOw,-JqVqB4NHAcakzqGGGuUGg,True,Piazza Manna,10 Bay St,2020-02-15
bnEbdTsUr89FlCv-U5ym2Q,BDwti5-KqL4UivTYWfhkMQ,True,Avis Car & Truck Rental,1225 Metcalfe Rue,2020-01-11
53_J0IzBDJsyjNCWO6YrQw,mGz0-3kNDs1zF8v1wIoXgg,False,South St. Burger Company,16925 Yonge St,2020-03-05
UuO4syJqP1gs-QMkAwEONw,JFjQ5RntPGhsNO2agAEYtg,False,Park For U,5925 Airport Road,2020-03-06
ylOdkWCjY5csIZJzJEb-zQ,sYxBuzlEQTUymDG8w6U6dg,False,Edible Arrangements,9224 Darrow Rd,2020-02-26
TkXmhC7ZDA5H2tebIXH2_Q,OdJe2_b8bGYQXqVHHaOz7Q,True,Ichiban Buffet,7201 Albemarle Rd,2020-02-28
MrmwDgMlL2GtthlAZsJwNQ,ALb_Nw17wZ4HRM2nX8Q4YA,False,SCADDABUSH Italian Kitchen & Bar,209 Rathburn Road W,2020-01-06
jQpn15yc3KjuR4Ks0hnJtQ,vSBHrnJBjMTC9M5_ciYzcw,False,Auto Glass Buddy,,2020-03-22
kLI3HeuAt1DSvTx8q9TZcg,NV2S8mIcLGqXA7ln9DQrZg,False,Wired Right,22350 Lorain Rd,2020-01-24
EwoQiXlVP868y7j2lP46vQ,YfgMwjKWMhaZVnudEbxMQA,True,Loch & Quay,390 Queens Quay W,2020-03-20
RHKTxl2ztPjC-IYZ5eitTg,3lo3LdkN5QFpPJiVTabLQA,False,Golden Leaf Wellness,3828 S Vermeersch Rd,2020-03-17
ssmZUmq3_ObYKjkb7xMndA,uzBiEEpsw3PLS7dW_M_KVg,True,Le Fumoir Rubs,17 Rue Prince Arthur Est,2020-04-08
ydK2EOcdXOZIyJJ_MhP5SA,6SYBxftrAu1zT5ssfIWxxA,False,Ultraskin Wax Center - South Park,1730-J East Woodlawn Rd,2020-01-13
Iu3kiSB6D7xGYKy7AlU9MA,eVXTZx6bTHvPWWWNdrAj5g,True,Restaurant Le Boeuf Gourmand,3666 Rue Saint-Denis,2020-03-13
TDMIgF1Dsgvzb4EgyI2Tqg,Knpff2K7cOIqYFarq5H9fA,False,99 Cents Only Stores,12801 W Bell Rd,2020-02-19
2F0p5_K5nGq8rwVSJxv8hw,eigZw_Tn4TWJPSZ9UO9Auw,True,The Property Collective,504 Jarvis Street,2020-01-22
ZbadYAh7T0SDiV9_Lofr_g,KdUHtTqVafMHZBG-Ss4noQ,True,Sidekicks Sports & Spirits,1315 East Blvd,2020-01-19
3lP5A20oQuQ1MUIBqksVbw,5f4A4jJZjI9JTSpQl4awlA,True,Port Credit Harbour Marina,1 Port Street E,2020-01-06
_BLsLFpxcwj7y35a-BuObA,PiPEga8prtyWv9x3U0TTfA,False,Sapore By Zafferano,8000 Hwy 27,2020-03-09
IQQGWKeS9Zl23DFOf3uDkw,MfGPntpM3IGtHHFOf4qf-A,False,Comfort Inn North,910 E Cheyenne Ave,2020-03-19
h_pg1PLkz0cE8PA1c5Xz0g,WjM1vY--ir44XPsB04cMSA,True,Felly's Flowers,7858 Mineral Point Rd,2020-01-24
67ebdi7bAH6YDfnNHL8xYw,XTdITjL7YZ8r3c1moatUDA,False,JJ's Grubb Shack N Liquor,4402 W Southern Ave,2020-02-01
RFm8rCQqq3lw4gfdmXTk6Q,DN6r87jYjSDFdIGELpXyzw,True,Reesors Thornhill Market,7509 Yonge Street,2020-04-06
-Meu69c1Qu2mo8O2RQFBvw,3q6AU-YWv_ORyZaxelasTg,True,Area Fitness,258 The Esplanade,2020-03-24
i_Lg0frA1Red2migrzrjWA,3dv-r9n3921kIOcgzpM_qw,False,Valley Metro Light Rail Station,First Ave And Jefferston St,2020-03-08
bpWsuoPuu58jaurIkijXkA,cQiK19DwHpsPuzt_3ty9Xw,False,Angela's Home Care Angels,15757 N 90th Pl,2020-04-09
I7Pd2UMYg4rttMsySPmwOQ,kyhGCAfPvgLdCGOtIZWMLA,False,Times Square Neighborhood Italian Restaurant,13901 North 73rd St,2020-01-02
_mhkV1sddm1_vf6LsNqCpg,dI1iOHynLDtJDytuWS5mhA,False,Q Royal Nail and Spa,15231 N 87th St,2020-01-20
-k3KkKg2dPUpOK3QgNnprA,2W8dqxEHC73fIsTvZ1fnTg,True,Whistles,97 George Street,2020-02-16
iVyFwsOt8v7_PI_PHE4EPw,yxhOUf2lI8OzRxI2RYFyUQ,False,Hilton Akron Fairlawn,3180 W Market St,2020-03-09
ufXYP2g3oc0ffxinyAHOeA,dQsb4KLVAUVJh-augdi3eQ,True,Morning Glory,3953 Spring Mountain Rd,2020-03-16
rbd5PQI5TqYaGhE55KSt7Q,DgqEttPLuKTuXEpzixT1Jw,True,Zazo Hair Studio,4 Saint Joseph Street,2020-01-26
Rk-t7_Br35p7PyekmrKIuA,_FofnWtWiKUuTno9F-KqEg,False,Quindi,Melli-Beese-Str. 1,2020-02-06
XoIJiz1_tvGtjJMLiBd9gA,MwD8vvE1LHbnCBHlM41GsQ,True,Shad's Bike Garage,,2020-03-16
MQ9FwcgKsvkuPVtIfz7dWQ,98EEyhsD33z6_lUOKll26g,True,Baskin-Robbins,4420 E Charleston Blvd,2020-03-20
kiPH_Awkzm1_c_Cj2jxHaA,KXeW2SBNKbN12e_Nxplesw,True,Croissant Monkland,5549 Avenue de Monkland,2020-02-17
-s3nJbZRXLMSpwud22iIPA,s_tpLSrGMijh8UZmZw7mow,False,Burger King,121 Walmart Dr,2020-02-18
La9EdfIWMfMAv0XUYonkhA,o3PUwpzfBJ3yNnQ0jraTLQ,True,Push Marketing and Promotions,2421 Tech Ctr Dr,2020-01-16
3TBouLwX21Ic5cJNlAl7Eg,kX5gCJiS_2YV1qasB7o-Lw,False,Drew's Pizza,508 E Green St,2020-01-11
60S8kp07uIIBU2rDGC-2MA,HO2o7onhtYPi_XL8VW7cTQ,False,AllPhase Exteriors,298 Church St NE,2020-04-02
CiOnBm4rRILnkm1aOgEQzA,ZIIS_NTNaC7aKmIPhHP4_A,True,Café Matina,272 Rue Bernard Ouest,2020-02-14
W3y31OpAZFLKqmfGDhJN5A,ZgC7p7BmqaYXfMajCdIifg,True,Fernando's Hideaway,591 Yonge Street,2020-03-14
r35uf3EWEfpMo2ET98SPnA,ztOXMIJPzbDl07PeJwNNag,True,Tartan Express,Carnegie Mellon's,2020-03-10
td2kH8jSe-912aPfEn1c2Q,M6pYPKQTz6ndWdCnMIrREg,True,The Old Town Bookshop,8 Victoria Street,2020-01-15
CK0s-DTLUb7oYKFsunp2bA,WgLQqAnzY1nUMnm43tnWzA,True,The Gun Store,2900 E Tropicana Ave,2020-02-17
OUPM19-K-Go6zkobdKCa0A,eI6s8Lxic-AuDH5ICcPZkg,True,BeanThru,4221 Ohio River Blvd,2020-02-08
82bfom6b5BQlnnd4m3wwew,bnf7t21SCFw3HWfV_soG_Q,False,Desert Finds,,2020-01-07
VncsDlKHEKoN4kY96OYkAg,Q0Z2lhB7fHNNldEhl8l3PA,True,Frog's Gym,909 Pape Avenue,2020-01-20
6cW9hN2FtMe0mI2MZFhLMA,vyhbMj_bHghsvwYVBe7KoA,False,Fill,Bahnhofstr. 61,2020-01-22
7yhJEfgGq4a5iKBc8bSSSA,Zuwoq9rt5kbO48B59QJiRw,False,New Vision Theatres Fitchburg 18 + IMAX,6091 McKee Rd,2020-03-03
RbN_6T5Ara6NKSfPj2R-MA,Y6TgMQtVi_EGdK2e3HVZrw,False,Shell,9060 W Northern Ave,2020-02-12
t9Y6hXG632FY54rwb2mC7Q,thiZA_7Zug4_WCjTYDILfA,True,Hsbc,2001 McGill College Avenue,2020-04-06
6e8y37vMHHHRRFoFCYTiMg,g_yhghom44THBpQbQTbiew,False,The Real Barbershop,259 N Pecos Rd,2020-03-28
NY0QDkB-Cz5GxgrI3sTOcQ,eI5mR0ZDBzwpxU9A4G4axg,True,Hair by Theresa Paio,8663 W Sahara Ave,2020-04-02
kGhz6sNBmiPScfL0kv3pBw,mNZNgyxsXgVuFuoGqpnMfQ,False,T-Jay's Service,200 Broadway Ave,2020-03-22
zi-bfaUWysEvWNK26QwfTg,lY9qtvBDmeNhwWGe5Q0W3w,False,Shopko Stores,7401 Mineral Point Rd,2020-01-25
1b-C-IlTAtOSbv4TxCOOWg,ZH-BYMFx5d5DC4Z6S30mOw,False,Cozy Cleaners,1390 Major MacKenzie Drive E,2020-02-14
F0Yw2dkbp8bFVT_oNFUBFw,_1CUbR6kJy9npOiKzZvlvA,False,Krawatten Eck,Kirchstr. 8,2020-04-05
S2gsfm7e4nZ_BtYoVkAnPg,Zk1f_PzcwJUdY9hTqlEgcQ,False,Mirage Limousines,813 N Scottsdale Rd,2020-01-28
HyN6Aj7xcGnIewNwaUko_g,Z2MX7_N5y6Zpw4l3bjFi7g,True,OddFellows,936 Queen St W,2020-02-21
p1CagWItb9RwQd1WL-ilwQ,Cm4lyAxfpiXr8pnTTeSNMw,False,Gianni's Pizza,116 S McDonald St,2020-03-26
ZL9sk7Imc42BNRhcjgnqPw,q2db0eY_MVfQVXR_BeVLaA,True,Restaurant PM,1809 Rue Saint-Catherine Ouest,2020-03-10
L1xXHYk8b15BlPk6CJFpTg,K2Wa11Ugz39nyNmeFS1w8Q,False,Target,3777 S Arizona Ave,2020-02-23
IBoA8jgl2NfhYxOpk94CJg,AtiDW1C4TsmDNSLQ7cwC5g,True,American Apparel,967 Mont-Royal Av E,2020-02-03
ef9bmkR23POPI4uSEC5k5A,8XkcmwVOvAB8GvSyjA8m7A,False,5 R Cha Thai Diner,203 E7th St,2020-02-29
SIcv00YBda9mv0S0VLrtWQ,fT1YsXd7Fl8pQ3dQHg412A,True,Chatelet,604 Queen Street W,2020-03-21
Je3Vs7edFgXpXeVag73p2g,cgaC8pvjpkrhWFiFgJYQ-w,False,Burger King,13725 N Fountain Hills Blvd,2020-03-28
OGpswF-EQERaEbE1S5-Uqw,ynJ6Y7L12xrwOzvPl-0Zpw,True,Kiehl's Since 1851,2518 Yonge Street,2020-02-18
9hJV5JdqCOqmy-hM9hQYcQ,tG3gFp-CzqWxAdhAy4nIXg,False,Locksmith Matthews NC,1351 Chestnut Ln,2020-03-25
iL3M0EEwBvhhkHyzbQ1sZg,hsci4Yn_iAOQHUeQEHYrjQ,False,Sedona Ridge Apartments,5010 E Cheyenne Dr,2020-01-18
Nn5gon8s64jVOZA-2ZkLcA,yPYYmAMOYy9meXSd-tP-SA,False,TGI Fridays,2502 E Springs Dr,2020-02-27
vYu1_HnKIcj6_rhw3p4qYw,QNnNdvnvHLhW0YXx2w7KxA,False,Starbucks,777 W Lake Mead Pkwy,2020-04-07
PLx3BxX9Ok6UYCJJ2OVLEA,hqU8k3zVZkkpAFQxE0NIig,False,Henry's Bar & Grill,5105 Engle Rd,2020-01-18
iXILWr-GJranhyeJ729fMQ,CTJ_BC5hg9m049UltI4xtQ,True,Les Gâteries Monk,6396 Boulevard Monk,2020-02-29
iYJ-rIMTf_UVYTUTm2iuew,vTJhPG_ngzePbX842r6JFg,False,Fairgreen Lawn Care,2606 Fairgreen Dr,2020-03-10
LUfHYSmYIkHjdxKd2QlsoQ,EnKLGSXoFsoMyuqx8RNfUQ,True,Cogo's,1530 Potomac Ave,2020-02-10
g5Lz7JUqIQqe5xMQmUXQTQ,-S1q0lXazBLbFiN15N5JAg,False,Kiri' s Grillpfanne,Martinstr. 12,2020-02-03
-t8RZIn4jedmng29wrCPDQ,dhgv4ngp0CgUkBPMNYEddQ,False,Stellar Auto,89 Sunrise Avenue,2020-01-28
-jiwC8HupAjqlVOl2Xym8w,Jc6-rXo0fRW-DldjDguqyA,True,KYE Village,7885 W Rochelle Ave,2020-03-31
itcNgs6lVXtGHRloZLkSUw,BK3U-LMYXWFV2Bsd24dHRw,False,National Hobbies,9303 E Baseline Rd,2020-01-06
