post_id,hashtag_id
M4vh_kzppP1nsxo7hsaVIA,13
M4vh_kzppP1nsxo7hsaVIA,150
2bOEUMiwhQ2VzkdcFhEgMw,12
2bOEUMiwhQ2VzkdcFhEgMw,13
2bOEUMiwhQ2VzkdcFhEgMw,17
2bOEUMiwhQ2VzkdcFhEgMw,73
jXRLEnVaPj5ngVT2AYUwSw,90
jXRLEnVaPj5ngVT2AYUwSw,676
jXRLEnVaPj5ngVT2AYUwSw,60
jXRLEnVaPj5ngVT2AYUwSw,452
IjkeQwujB8RDAV3sHXiitA,47
IjkeQwujB8RDAV3sHXiitA,845
IjkeQwujB8RDAV3sHXiitA,43
AcjO26DmOhqWlfo2s5DUow,11
AcjO26DmOhqWlfo2s5DUow,8
AcjO26DmOhqWlfo2s5DUow,13
AcjO26DmOhqWlfo2s5DUow,9
AcjO26DmOhqWlfo2s5DUow,59
M6S-YEqE5gcXr3XQqHsspg,407
M6S-YEqE5gcXr3XQqHsspg,300
M6S-YEqE5gcXr3XQqHsspg,18
M6S-YEqE5gcXr3XQqHsspg,365
M6S-YEqE5gcXr3XQqHsspg,22
RJ_YJpvAvCh0v6FQk8me0A,480
RJ_YJpvAvCh0v6FQk8me0A,234
RJ_YJpvAvCh0v6FQk8me0A,225
RJ_YJpvAvCh0v6FQk8me0A,22
RJ_YJpvAvCh0v6FQk8me0A,236
RJ_YJpvAvCh0v6FQk8me0A,235
XkWt9d7c55Nxu_unAJKqdg,209
XkWt9d7c55Nxu_unAJKqdg,410
XkWt9d7c55Nxu_unAJKqdg,60
SyjOAgK0mk7bRlGnaxtRcg,60
SyjOAgK0mk7bRlGnaxtRcg,120
SyjOAgK0mk7bRlGnaxtRcg,258
dtKWlqu-4ft3rBycIOGchw,511
dtKWlqu-4ft3rBycIOGchw,13
dtKWlqu-4ft3rBycIOGchw,378
dtKWlqu-4ft3rBycIOGchw,565
_mXXi81lm9Hku_US0oRuYw,347
_mXXi81lm9Hku_US0oRuYw,333
_mXXi81lm9Hku_US0oRuYw,22
_mXXi81lm9Hku_US0oRuYw,346
_mXXi81lm9Hku_US0oRuYw,90
eYegkL1OXbP3ud8toyK3_w,231
eYegkL1OXbP3ud8toyK3_w,58
eYegkL1OXbP3ud8toyK3_w,6
bncRNcQbyU4-LMwts5WlEw,10
bncRNcQbyU4-LMwts5WlEw,13
6Pbrq60mA56WQU7SENbG0g,10
6Pbrq60mA56WQU7SENbG0g,13
6Pbrq60mA56WQU7SENbG0g,12
IXUwuNjy707wJNW2U4sRVg,14
IXUwuNjy707wJNW2U4sRVg,13
NggjyMjgUWHBEKjAeaz7bg,176
Aj0cXUFPVR5R-EaLWtkDMg,8
Aj0cXUFPVR5R-EaLWtkDMg,48
Aj0cXUFPVR5R-EaLWtkDMg,9
Aj0cXUFPVR5R-EaLWtkDMg,11
Aj0cXUFPVR5R-EaLWtkDMg,13
-QWRK_ZnoU4g4FPEaZxqUw,13
-QWRK_ZnoU4g4FPEaZxqUw,37
-QWRK_ZnoU4g4FPEaZxqUw,32
fin8bCrfZ7aCB1pGesvDmw,97
fin8bCrfZ7aCB1pGesvDmw,95
fin8bCrfZ7aCB1pGesvDmw,149
fin8bCrfZ7aCB1pGesvDmw,37
XkQkQxePXFX9mrGHTafbug,291
XkQkQxePXFX9mrGHTafbug,13
H3seUzUzMvIPB92OP8yT_w,67
H3seUzUzMvIPB92OP8yT_w,11
H3seUzUzMvIPB92OP8yT_w,13
H3seUzUzMvIPB92OP8yT_w,150
RcHEfD-04H5-u9Feyd-T4g,9
RcHEfD-04H5-u9Feyd-T4g,8
auhdhOiQJVm3fjeoEUnVqg,60
auhdhOiQJVm3fjeoEUnVqg,410
1yUEmzXnTWQYhmTcq8cfkw,282
1yUEmzXnTWQYhmTcq8cfkw,360
1yUEmzXnTWQYhmTcq8cfkw,47
ubqCp971RQ4ajfGCnBBNwA,97
ubqCp971RQ4ajfGCnBBNwA,187
ubqCp971RQ4ajfGCnBBNwA,37
ubqCp971RQ4ajfGCnBBNwA,95
ubqCp971RQ4ajfGCnBBNwA,96
h4xPIybFF_3oX9RJTZIPYA,17
h4xPIybFF_3oX9RJTZIPYA,16
Yg_erZ2xWHT1k0HW8FWzLg,139
Yg_erZ2xWHT1k0HW8FWzLg,13
Yg_erZ2xWHT1k0HW8FWzLg,73
JXWoPmCVXOaN3ok3EIdBHg,20
JXWoPmCVXOaN3ok3EIdBHg,13
zVGpyxlgrPjHCFPEw7xecg,77
zVGpyxlgrPjHCFPEw7xecg,78
JYKLf8aAepHKaMUIIeS_-A,158
JYKLf8aAepHKaMUIIeS_-A,16
JYKLf8aAepHKaMUIIeS_-A,17
tXq5OcDNUT9boWJtaxtOlA,8
tXq5OcDNUT9boWJtaxtOlA,13
tXq5OcDNUT9boWJtaxtOlA,11
tXq5OcDNUT9boWJtaxtOlA,48
tXq5OcDNUT9boWJtaxtOlA,7
tXq5OcDNUT9boWJtaxtOlA,59
tXq5OcDNUT9boWJtaxtOlA,9
UtllsEfocRVLB36mR2pTzg,50
UtllsEfocRVLB36mR2pTzg,13
hRrrXk6VfsXpv9msPGgffg,18
hRrrXk6VfsXpv9msPGgffg,158
hRrrXk6VfsXpv9msPGgffg,17
hRrrXk6VfsXpv9msPGgffg,191
y51P_yFit9KJwNyJpyLoPA,10
y51P_yFit9KJwNyJpyLoPA,13
6ExIH5FoPyMRhtz4p-2K1g,13
6ExIH5FoPyMRhtz4p-2K1g,70
6ExIH5FoPyMRhtz4p-2K1g,151
MdHKtSM-ZX5XSYogBKyGig,16
MdHKtSM-ZX5XSYogBKyGig,17
dSqYhPGziZoJMGPSA1y0og,12
dSqYhPGziZoJMGPSA1y0og,13
3C0bnFhjkgYP9mWORKg6cA,17
3C0bnFhjkgYP9mWORKg6cA,396
3C0bnFhjkgYP9mWORKg6cA,13
3C0bnFhjkgYP9mWORKg6cA,214
38VvKmpLTz0rmvSzUc4W3A,539
38VvKmpLTz0rmvSzUc4W3A,80
38VvKmpLTz0rmvSzUc4W3A,13
7m9CUEJNDcDMuuBXy_bghw,37
7m9CUEJNDcDMuuBXy_bghw,178
K2whbq90y4P2kxP_cKXBxQ,166
K2whbq90y4P2kxP_cKXBxQ,22
AC69u-cjLnkLe6SB7vv9SQ,90
AC69u-cjLnkLe6SB7vv9SQ,673
AC69u-cjLnkLe6SB7vv9SQ,674
AC69u-cjLnkLe6SB7vv9SQ,347
AC69u-cjLnkLe6SB7vv9SQ,116
AC69u-cjLnkLe6SB7vv9SQ,346
AC69u-cjLnkLe6SB7vv9SQ,22
AC69u-cjLnkLe6SB7vv9SQ,117
AC69u-cjLnkLe6SB7vv9SQ,114
8LcYXPdNQiR6gktTEx6uHQ,304
8LcYXPdNQiR6gktTEx6uHQ,37
owfd8FWiwn2zxITgYmtaaA,101
owfd8FWiwn2zxITgYmtaaA,13
u2w7rfwl06rzHU7RcRkr9w,101
u2w7rfwl06rzHU7RcRkr9w,13
u2w7rfwl06rzHU7RcRkr9w,14
JMW615-Surt4fRpKm_zTBg,13
JMW615-Surt4fRpKm_zTBg,101
C6BQvFycYOHdZtt7zDtSuQ,278
C6BQvFycYOHdZtt7zDtSuQ,129
C6BQvFycYOHdZtt7zDtSuQ,35
C6BQvFycYOHdZtt7zDtSuQ,18
8m8flB_cNJseSHQcok7r-A,232
8m8flB_cNJseSHQcok7r-A,233
8m8flB_cNJseSHQcok7r-A,231
8m8flB_cNJseSHQcok7r-A,339
8m8flB_cNJseSHQcok7r-A,6
8m8flB_cNJseSHQcok7r-A,30
gkxmQi2cipbysXFgT_w_jA,24
gkxmQi2cipbysXFgT_w_jA,73
gkxmQi2cipbysXFgT_w_jA,87
gkxmQi2cipbysXFgT_w_jA,13
gkxmQi2cipbysXFgT_w_jA,25
gkxmQi2cipbysXFgT_w_jA,15
gkxmQi2cipbysXFgT_w_jA,17
gkxmQi2cipbysXFgT_w_jA,20
-EX863eYHS-cutthfYhG7A,2
-EX863eYHS-cutthfYhG7A,6
klZWZymTa5m-kjFJNkervA,13
klZWZymTa5m-kjFJNkervA,230
Zd8vJ_ypqd0nTW-mpMkXpg,2
Zd8vJ_ypqd0nTW-mpMkXpg,58
Zd8vJ_ypqd0nTW-mpMkXpg,319
Zd8vJ_ypqd0nTW-mpMkXpg,6
KM7FZXr80aOheM4v3l1MYQ,77
KM7FZXr80aOheM4v3l1MYQ,180
KM7FZXr80aOheM4v3l1MYQ,179
K6JBV6RTa8eMYIJ7RVP4Bg,13
K6JBV6RTa8eMYIJ7RVP4Bg,16
K6JBV6RTa8eMYIJ7RVP4Bg,73
K6JBV6RTa8eMYIJ7RVP4Bg,17
nN4L8-Zt0l0-J3KzkLjXAw,13
nN4L8-Zt0l0-J3KzkLjXAw,107
0-JMG-NjTbGspy2aS3TeOw,18
0-JMG-NjTbGspy2aS3TeOw,830
0-JMG-NjTbGspy2aS3TeOw,90
0-JMG-NjTbGspy2aS3TeOw,522
UWf9Ah8p5zU_lD8JmlhILg,6
UWf9Ah8p5zU_lD8JmlhILg,265
UWf9Ah8p5zU_lD8JmlhILg,541
UWf9Ah8p5zU_lD8JmlhILg,36
UWf9Ah8p5zU_lD8JmlhILg,2
UWf9Ah8p5zU_lD8JmlhILg,199
UWf9Ah8p5zU_lD8JmlhILg,231
f2IWtsor364gq669aB-Rvg,158
f2IWtsor364gq669aB-Rvg,6
f2IWtsor364gq669aB-Rvg,17
f2IWtsor364gq669aB-Rvg,201
f2IWtsor364gq669aB-Rvg,37
f2IWtsor364gq669aB-Rvg,153
f2IWtsor364gq669aB-Rvg,172
RNd284rJI-bVcNoenS9xxQ,342
RNd284rJI-bVcNoenS9xxQ,202
RNd284rJI-bVcNoenS9xxQ,127
IqptawZEwei9CqtV1cRsgg,13
IqptawZEwei9CqtV1cRsgg,159
IqptawZEwei9CqtV1cRsgg,101
IqptawZEwei9CqtV1cRsgg,17
izzrCdvwa1TT8rBsE7Ch7w,13
izzrCdvwa1TT8rBsE7Ch7w,80
keOzwoc28Iac5mA8FD93uA,79
keOzwoc28Iac5mA8FD93uA,655
keOzwoc28Iac5mA8FD93uA,13
bb6-QOjO_3XWXwgKqRK3oQ,13
bb6-QOjO_3XWXwgKqRK3oQ,7
bb6-QOjO_3XWXwgKqRK3oQ,12
Q8WTDp3A2ou7sei8dBClZQ,199
Q8WTDp3A2ou7sei8dBClZQ,231
Q8WTDp3A2ou7sei8dBClZQ,6
q3k7khvpgLM-JbpwqVSxKw,129
q3k7khvpgLM-JbpwqVSxKw,390
q3k7khvpgLM-JbpwqVSxKw,34
q3k7khvpgLM-JbpwqVSxKw,35
q3k7khvpgLM-JbpwqVSxKw,18
CjDuyFpkCcinGghw6xrP8g,8
CjDuyFpkCcinGghw6xrP8g,253
CjDuyFpkCcinGghw6xrP8g,344
qrAAQH6ZTSDIS5Y0YVhQfA,1075
qrAAQH6ZTSDIS5Y0YVhQfA,213
qrAAQH6ZTSDIS5Y0YVhQfA,965
qrAAQH6ZTSDIS5Y0YVhQfA,37
qrAAQH6ZTSDIS5Y0YVhQfA,74
qrAAQH6ZTSDIS5Y0YVhQfA,22
qrAAQH6ZTSDIS5Y0YVhQfA,75
qrAAQH6ZTSDIS5Y0YVhQfA,60
RHlqqfwhHIFQcgAm37v9yQ,37
RHlqqfwhHIFQcgAm37v9yQ,172
RHlqqfwhHIFQcgAm37v9yQ,6
F6hyly5RoBFpOwiClO0o_g,439
F6hyly5RoBFpOwiClO0o_g,64
F6hyly5RoBFpOwiClO0o_g,90
F6hyly5RoBFpOwiClO0o_g,591
7XRbA_t8UNxMHkdslLd5Tw,13
7XRbA_t8UNxMHkdslLd5Tw,80
O3fzOdRgcd5UFjymimyJjQ,73
O3fzOdRgcd5UFjymimyJjQ,13
O3fzOdRgcd5UFjymimyJjQ,17
O3fzOdRgcd5UFjymimyJjQ,16
Wde8Ar4-guQU96FrNYED8g,294
Wde8Ar4-guQU96FrNYED8g,54
Wde8Ar4-guQU96FrNYED8g,225
Wde8Ar4-guQU96FrNYED8g,176
wRXv4hipclyIJaHbyDGZrg,13
wRXv4hipclyIJaHbyDGZrg,151
WVap4owbrksS6GDNrRiWeA,258
WVap4owbrksS6GDNrRiWeA,60
WVap4owbrksS6GDNrRiWeA,120
VIbJ9kOKBruQItSHJUJ_hg,13
VIbJ9kOKBruQItSHJUJ_hg,131
VFLn2eJP6fFKCDJTCuZsZw,18
VFLn2eJP6fFKCDJTCuZsZw,19
VFLn2eJP6fFKCDJTCuZsZw,301
PkUZjlsw2xvRprRI-ez1Qw,18
PkUZjlsw2xvRprRI-ez1Qw,301
r4sgapC151yf6amsPBWgng,17
r4sgapC151yf6amsPBWgng,106
r4sgapC151yf6amsPBWgng,453
r4sgapC151yf6amsPBWgng,24
r4sgapC151yf6amsPBWgng,160
NQzJnch5c81VhFRMoaN8nQ,13
NQzJnch5c81VhFRMoaN8nQ,7
u0YqV9eoMDVdYxMegrSxqw,248
u0YqV9eoMDVdYxMegrSxqw,13
u0YqV9eoMDVdYxMegrSxqw,432
wIDG3qIS8vPc5E2VHZGyKA,94
wIDG3qIS8vPc5E2VHZGyKA,23
wIDG3qIS8vPc5E2VHZGyKA,229
wIDG3qIS8vPc5E2VHZGyKA,22
wIDG3qIS8vPc5E2VHZGyKA,37
wIDG3qIS8vPc5E2VHZGyKA,419
wIDG3qIS8vPc5E2VHZGyKA,97
wIDG3qIS8vPc5E2VHZGyKA,757
6zup5PwUm8dHlp0s2qxAbg,8
6zup5PwUm8dHlp0s2qxAbg,9
6zup5PwUm8dHlp0s2qxAbg,72
6zup5PwUm8dHlp0s2qxAbg,13
6zup5PwUm8dHlp0s2qxAbg,508
dj2mtTyyiEGHKQB4xRbvyQ,47
dj2mtTyyiEGHKQB4xRbvyQ,252
5SI7EJB7QaUjuh7OnFkVUQ,13
5SI7EJB7QaUjuh7OnFkVUQ,106
5SI7EJB7QaUjuh7OnFkVUQ,80
5SI7EJB7QaUjuh7OnFkVUQ,108
5SI7EJB7QaUjuh7OnFkVUQ,17
1OJP-q02AVpqqlGo1T8AnQ,77
1OJP-q02AVpqqlGo1T8AnQ,380
1OJP-q02AVpqqlGo1T8AnQ,397
n0SJYzk6Mjh69jGj8yqCEg,229
n0SJYzk6Mjh69jGj8yqCEg,97
n0SJYzk6Mjh69jGj8yqCEg,45
n0SJYzk6Mjh69jGj8yqCEg,96
n0SJYzk6Mjh69jGj8yqCEg,37
n0SJYzk6Mjh69jGj8yqCEg,370
n0SJYzk6Mjh69jGj8yqCEg,94
n0SJYzk6Mjh69jGj8yqCEg,43
n0SJYzk6Mjh69jGj8yqCEg,47
zDnwW-VCIDUazu8yZXhiug,17
zDnwW-VCIDUazu8yZXhiug,13
zDnwW-VCIDUazu8yZXhiug,87
zDnwW-VCIDUazu8yZXhiug,15
wvtN91zHpfL5Ku_TBhMSHA,2
wvtN91zHpfL5Ku_TBhMSHA,6
jONDnObPPePdHqT2rw6NcQ,35
jONDnObPPePdHqT2rw6NcQ,315
jONDnObPPePdHqT2rw6NcQ,34
jONDnObPPePdHqT2rw6NcQ,18
2P1Rvd4IboY8z7oRoT8b8g,13
2P1Rvd4IboY8z7oRoT8b8g,101
iomyYWs9m6-SucLAcY3WTg,13
iomyYWs9m6-SucLAcY3WTg,32
lfVG-EJdHm4oxiojKXbMpw,673
lfVG-EJdHm4oxiojKXbMpw,37
lfVG-EJdHm4oxiojKXbMpw,278
lfVG-EJdHm4oxiojKXbMpw,316
lfVG-EJdHm4oxiojKXbMpw,18
43xg_y4Fppi2uBydfBAlEw,17
43xg_y4Fppi2uBydfBAlEw,191
43xg_y4Fppi2uBydfBAlEw,158
43xg_y4Fppi2uBydfBAlEw,18
aLHTwXkOY9jW3wbjC8D7Kw,200
aLHTwXkOY9jW3wbjC8D7Kw,516
aLHTwXkOY9jW3wbjC8D7Kw,18
aLHTwXkOY9jW3wbjC8D7Kw,144
aLHTwXkOY9jW3wbjC8D7Kw,37
CUwCJcVWcx6uJyt7jYGOrQ,195
CUwCJcVWcx6uJyt7jYGOrQ,22
j3ulZ7hPuRbeL8wp7k3oiQ,351
j3ulZ7hPuRbeL8wp7k3oiQ,54
j3ulZ7hPuRbeL8wp7k3oiQ,225
j3ulZ7hPuRbeL8wp7k3oiQ,982
j3ulZ7hPuRbeL8wp7k3oiQ,77
j3ulZ7hPuRbeL8wp7k3oiQ,353
j3ulZ7hPuRbeL8wp7k3oiQ,76
Zl8R8iM5EcA7WhlrvYAC4w,558
Zl8R8iM5EcA7WhlrvYAC4w,37
Zl8R8iM5EcA7WhlrvYAC4w,307
Zl8R8iM5EcA7WhlrvYAC4w,38
Zl8R8iM5EcA7WhlrvYAC4w,39
Zl8R8iM5EcA7WhlrvYAC4w,40
fQguRJYXGmYa4mFcpyhHmg,77
fQguRJYXGmYa4mFcpyhHmg,98
fQguRJYXGmYa4mFcpyhHmg,64
2tiFUn8EU0EpjWBHjt1L6w,80
2tiFUn8EU0EpjWBHjt1L6w,13
ZLJV9WNgQdqXmcabkxKm7g,64
ZLJV9WNgQdqXmcabkxKm7g,65
aQYLi9BmN0KcLmK4OB_-SA,107
aQYLi9BmN0KcLmK4OB_-SA,13
PQjzypTSXDUG0NNSXcASvQ,542
PQjzypTSXDUG0NNSXcASvQ,8
PQjzypTSXDUG0NNSXcASvQ,9
yzyKknrrnoFTWNceNgKnzQ,663
yzyKknrrnoFTWNceNgKnzQ,47
yzyKknrrnoFTWNceNgKnzQ,17
yzyKknrrnoFTWNceNgKnzQ,8
yzyKknrrnoFTWNceNgKnzQ,9
yzyKknrrnoFTWNceNgKnzQ,16
ECb4na1SMh_UpEu_cD1UzA,75
ECb4na1SMh_UpEu_cD1UzA,37
ECb4na1SMh_UpEu_cD1UzA,354
ECb4na1SMh_UpEu_cD1UzA,206
VdgLaQinAvwzq0HutvRNiQ,161
VdgLaQinAvwzq0HutvRNiQ,52
VdgLaQinAvwzq0HutvRNiQ,13
FxZ3NGLba_dAa4DxwsRATg,85
FxZ3NGLba_dAa4DxwsRATg,60
I2BCOAwqJJIfUX-NzPbNjw,13
I2BCOAwqJJIfUX-NzPbNjw,861
faY8NuG3x2WVFXj7VFZPYA,14
faY8NuG3x2WVFXj7VFZPYA,13
faY8NuG3x2WVFXj7VFZPYA,17
faY8NuG3x2WVFXj7VFZPYA,159
faY8NuG3x2WVFXj7VFZPYA,65
faY8NuG3x2WVFXj7VFZPYA,101
faY8NuG3x2WVFXj7VFZPYA,64
2HMVulYmq8fhlD3N3xWeQA,13
2HMVulYmq8fhlD3N3xWeQA,73
2HMVulYmq8fhlD3N3xWeQA,12
5MfOS0OVNIXJal-fFxnrdg,77
5MfOS0OVNIXJal-fFxnrdg,78
dyicMV37J9Xgnn6Q90lylw,55
dyicMV37J9Xgnn6Q90lylw,9
dyicMV37J9Xgnn6Q90lylw,176
dyicMV37J9Xgnn6Q90lylw,8
dyicMV37J9Xgnn6Q90lylw,54
TOVkB24_0SNpVlZk68aiIw,287
TOVkB24_0SNpVlZk68aiIw,38
TOVkB24_0SNpVlZk68aiIw,39
TOVkB24_0SNpVlZk68aiIw,40
TOVkB24_0SNpVlZk68aiIw,37
XdhoZK1LYGYmmnUwpFNV-w,13
XdhoZK1LYGYmmnUwpFNV-w,73
XdhoZK1LYGYmmnUwpFNV-w,69
z9zxpeTtczFP2z5ta5eJdw,6
z9zxpeTtczFP2z5ta5eJdw,81
aCU2pFbbGTyiPOrWycYNhQ,120
aCU2pFbbGTyiPOrWycYNhQ,258
aCU2pFbbGTyiPOrWycYNhQ,60
sT93aHmKS7Wh2Wj4T6vduQ,77
sT93aHmKS7Wh2Wj4T6vduQ,98
sT93aHmKS7Wh2Wj4T6vduQ,64
sT93aHmKS7Wh2Wj4T6vduQ,118
ziuISGCK_j1-IGc-b9D3Ug,258
ziuISGCK_j1-IGc-b9D3Ug,120
ziuISGCK_j1-IGc-b9D3Ug,60
JRFjebd5r6r0sFf-SivC6Q,75
JRFjebd5r6r0sFf-SivC6Q,367
JRFjebd5r6r0sFf-SivC6Q,304
JRFjebd5r6r0sFf-SivC6Q,206
JRFjebd5r6r0sFf-SivC6Q,366
JRFjebd5r6r0sFf-SivC6Q,365
JRFjebd5r6r0sFf-SivC6Q,155
JRFjebd5r6r0sFf-SivC6Q,60
JRFjebd5r6r0sFf-SivC6Q,37
JRFjebd5r6r0sFf-SivC6Q,22
CNGGnMhdwlmO_APP_88yEw,338
CNGGnMhdwlmO_APP_88yEw,127
x14tBNr1Kfozze849SDWSg,18
x14tBNr1Kfozze849SDWSg,129
eWX0XKKick8Z44QGlsO4Lw,387
eWX0XKKick8Z44QGlsO4Lw,64
eWX0XKKick8Z44QGlsO4Lw,386
eWX0XKKick8Z44QGlsO4Lw,721
eWX0XKKick8Z44QGlsO4Lw,314
BaMQOhwTsid9_D3MOxYduQ,142
BaMQOhwTsid9_D3MOxYduQ,13
BaMQOhwTsid9_D3MOxYduQ,263
BaMQOhwTsid9_D3MOxYduQ,378
3fMLTifkdTEGmkrQd_jimA,18
3fMLTifkdTEGmkrQd_jimA,77
3fMLTifkdTEGmkrQd_jimA,78
3fMLTifkdTEGmkrQd_jimA,456
45JwLE2ol0WozeHtzPToXg,214
45JwLE2ol0WozeHtzPToXg,12
45JwLE2ol0WozeHtzPToXg,7
45JwLE2ol0WozeHtzPToXg,13
45JwLE2ol0WozeHtzPToXg,65
45JwLE2ol0WozeHtzPToXg,64
33hBdrw45g9OB_uS-802Lw,46
33hBdrw45g9OB_uS-802Lw,43
33hBdrw45g9OB_uS-802Lw,47
33hBdrw45g9OB_uS-802Lw,45
RNrPLdI7XJFIJqwr3E-6rA,54
RNrPLdI7XJFIJqwr3E-6rA,8
RNrPLdI7XJFIJqwr3E-6rA,343
RNrPLdI7XJFIJqwr3E-6rA,433
RNrPLdI7XJFIJqwr3E-6rA,9
KySj5AF4K_j4oD91ATgcGQ,35
KySj5AF4K_j4oD91ATgcGQ,33
KySj5AF4K_j4oD91ATgcGQ,18
i-MN5qgAfviNNxoYWIgvVw,172
i-MN5qgAfviNNxoYWIgvVw,37
i-MN5qgAfviNNxoYWIgvVw,6
3MtXH9NnGHfnMPV9-NpJfg,6
3MtXH9NnGHfnMPV9-NpJfg,172
3MtXH9NnGHfnMPV9-NpJfg,37
F-jqyQ9WFnPe-d4NQJvS2A,42
F-jqyQ9WFnPe-d4NQJvS2A,30
F-jqyQ9WFnPe-d4NQJvS2A,6
F-jqyQ9WFnPe-d4NQJvS2A,153
F-jqyQ9WFnPe-d4NQJvS2A,527
F-jqyQ9WFnPe-d4NQJvS2A,172
F-jqyQ9WFnPe-d4NQJvS2A,332
F-jqyQ9WFnPe-d4NQJvS2A,37
Qucr1f0kyXy0W5zU5AdQBA,34
Qucr1f0kyXy0W5zU5AdQBA,35
Qucr1f0kyXy0W5zU5AdQBA,33
Qucr1f0kyXy0W5zU5AdQBA,18
5CtxJzh1dVC6AkWPzGvW2g,623
5CtxJzh1dVC6AkWPzGvW2g,47
5CtxJzh1dVC6AkWPzGvW2g,9
5CtxJzh1dVC6AkWPzGvW2g,8
5CtxJzh1dVC6AkWPzGvW2g,48
mzC-wH2UZcyHBIKu7XNvNw,13
mzC-wH2UZcyHBIKu7XNvNw,70
YBk7SLJ7WUfalpJ82yXJ4Q,80
YBk7SLJ7WUfalpJ82yXJ4Q,13
YBk7SLJ7WUfalpJ82yXJ4Q,67
JtJnFY3tThBoxpDMxLFLow,24
JtJnFY3tThBoxpDMxLFLow,87
JtJnFY3tThBoxpDMxLFLow,17
JtJnFY3tThBoxpDMxLFLow,13
JtJnFY3tThBoxpDMxLFLow,10
JtJnFY3tThBoxpDMxLFLow,15
hCCwYB2B1e4RNuEMaJib-w,75
hCCwYB2B1e4RNuEMaJib-w,37
hCCwYB2B1e4RNuEMaJib-w,206
p_pUhNQ_9_xMawm6oF5SJA,366
p_pUhNQ_9_xMawm6oF5SJA,75
p_pUhNQ_9_xMawm6oF5SJA,22
p_pUhNQ_9_xMawm6oF5SJA,37
p_pUhNQ_9_xMawm6oF5SJA,206
BQJjDcSO8GwPUbCx1HRmKw,9
BQJjDcSO8GwPUbCx1HRmKw,8
BQJjDcSO8GwPUbCx1HRmKw,59
c1_-2-ICYVSpsXXkZPDnEg,42
c1_-2-ICYVSpsXXkZPDnEg,561
5uEbrBUTK6NVEd6LpaGVoQ,60
5uEbrBUTK6NVEd6LpaGVoQ,182
YgKZSFI6ykOPTZVk9HIOVA,127
YgKZSFI6ykOPTZVk9HIOVA,128
rGMfpP9ton_vXb32qd-SVw,127
rGMfpP9ton_vXb32qd-SVw,338
-oHzyChCB65UtErig2nvhg,199
-oHzyChCB65UtErig2nvhg,58
-oHzyChCB65UtErig2nvhg,6
GxNU1BXzTuEoqO7SP2QDKg,18
GxNU1BXzTuEoqO7SP2QDKg,138
Liki-GASuLOTunUvLzrLTg,222
Liki-GASuLOTunUvLzrLTg,120
Liki-GASuLOTunUvLzrLTg,221
Liki-GASuLOTunUvLzrLTg,615
Liki-GASuLOTunUvLzrLTg,60
bFJSR6yha6Mxc6ynjFUZhA,147
bFJSR6yha6Mxc6ynjFUZhA,37
bFJSR6yha6Mxc6ynjFUZhA,316
