post_id,hashtag_id
tmxCHyJ-w7vI2spzjjy2-A,4
tmxCHyJ-w7vI2spzjjy2-A,399
tmxCHyJ-w7vI2spzjjy2-A,2
tmxCHyJ-w7vI2spzjjy2-A,319
y8d90Pt16Nip-B5UXWBP-w,7
y8d90Pt16Nip-B5UXWBP-w,260
y8d90Pt16Nip-B5UXWBP-w,261
y8d90Pt16Nip-B5UXWBP-w,514
y8d90Pt16Nip-B5UXWBP-w,152
y8d90Pt16Nip-B5UXWBP-w,17
y8d90Pt16Nip-B5UXWBP-w,9
y8d90Pt16Nip-B5UXWBP-w,68
y8d90Pt16Nip-B5UXWBP-w,69
y8d90Pt16Nip-B5UXWBP-w,276
y8d90Pt16Nip-B5UXWBP-w,8
y8d90Pt16Nip-B5UXWBP-w,13
y8d90Pt16Nip-B5UXWBP-w,263
y8d90Pt16Nip-B5UXWBP-w,11
y8d90Pt16Nip-B5UXWBP-w,72
mqDOqjYBYK4nzgDavVu2-w,64
mqDOqjYBYK4nzgDavVu2-w,98
mqDOqjYBYK4nzgDavVu2-w,77
2k-ki66QUs1xJcPqG4SqbQ,127
2k-ki66QUs1xJcPqG4SqbQ,202
2k-ki66QUs1xJcPqG4SqbQ,60
TfUjb3W46kx1zW1dKQe7oA,61
TfUjb3W46kx1zW1dKQe7oA,60
TfUjb3W46kx1zW1dKQe7oA,328
TfUjb3W46kx1zW1dKQe7oA,642
fIMBFVFYfAo2g6022Q7pjQ,13
fIMBFVFYfAo2g6022Q7pjQ,73
fIMBFVFYfAo2g6022Q7pjQ,10
QqLvmzn_I2DSYIXyixd6og,399
QqLvmzn_I2DSYIXyixd6og,265
QqLvmzn_I2DSYIXyixd6og,6
QqLvmzn_I2DSYIXyixd6og,58
J5D0XMBsnmTZ9AGVK1qyfg,582
J5D0XMBsnmTZ9AGVK1qyfg,37
fvnaLCkyIyCw7vQuO8-H3g,13
fvnaLCkyIyCw7vQuO8-H3g,80
fvnaLCkyIyCw7vQuO8-H3g,72
Gtc6nYF0z_NSvSwkZLTaLQ,33
Gtc6nYF0z_NSvSwkZLTaLQ,18
w9Akag2jUyL8a9hamyQryw,47
w9Akag2jUyL8a9hamyQryw,193
w9Akag2jUyL8a9hamyQryw,766
dil7Fajn07B9e_msePW0nQ,91
dil7Fajn07B9e_msePW0nQ,13
dil7Fajn07B9e_msePW0nQ,11
dil7Fajn07B9e_msePW0nQ,20
eb_DIutupetu0YyF8hNBQg,17
eb_DIutupetu0YyF8hNBQg,205
eb_DIutupetu0YyF8hNBQg,16
muroxJFpKgY7Ahmq7G5kcw,13
muroxJFpKgY7Ahmq7G5kcw,688
muroxJFpKgY7Ahmq7G5kcw,538
muroxJFpKgY7Ahmq7G5kcw,57
ebani0ysa7Ije70dmDWCZQ,13
ebani0ysa7Ije70dmDWCZQ,10
ebani0ysa7Ije70dmDWCZQ,16
ebani0ysa7Ije70dmDWCZQ,230
ebani0ysa7Ije70dmDWCZQ,17
ebani0ysa7Ije70dmDWCZQ,106
ebani0ysa7Ije70dmDWCZQ,14
fQFfq8C3P0Gm3xhanR8K_A,12
fQFfq8C3P0Gm3xhanR8K_A,11
fQFfq8C3P0Gm3xhanR8K_A,13
fQFfq8C3P0Gm3xhanR8K_A,131
fQFfq8C3P0Gm3xhanR8K_A,7
s_uRR33K0R8s85BWesu2Mg,8
s_uRR33K0R8s85BWesu2Mg,9
s_uRR33K0R8s85BWesu2Mg,59
xF2zrVbXtB6TxMBPGJKxog,87
xF2zrVbXtB6TxMBPGJKxog,13
vRvWnE-qpVQrMT57Z-sEsw,10
vRvWnE-qpVQrMT57Z-sEsw,73
vRvWnE-qpVQrMT57Z-sEsw,13
Q3G58vv1ClvH4re9QBsVgQ,54
Q3G58vv1ClvH4re9QBsVgQ,76
Q3G58vv1ClvH4re9QBsVgQ,345
nLz62gXgiJL1-UCltZFFfA,10
nLz62gXgiJL1-UCltZFFfA,13
nLz62gXgiJL1-UCltZFFfA,291
nLz62gXgiJL1-UCltZFFfA,158
nLz62gXgiJL1-UCltZFFfA,17
nLz62gXgiJL1-UCltZFFfA,260
nLz62gXgiJL1-UCltZFFfA,261
L8QvpWAhh6OeFj1Mq1nX8w,74
L8QvpWAhh6OeFj1Mq1nX8w,37
L8QvpWAhh6OeFj1Mq1nX8w,75
nQ8rux5BSSWPoh2pV2Z2UQ,60
nQ8rux5BSSWPoh2pV2Z2UQ,85
nQ8rux5BSSWPoh2pV2Z2UQ,88
nQ8rux5BSSWPoh2pV2Z2UQ,90
nQ8rux5BSSWPoh2pV2Z2UQ,61
7LBVI9euGV3ugO0-efZHvg,139
7LBVI9euGV3ugO0-efZHvg,13
tOsvHZpxmyIK4Ngk8FaLJg,80
tOsvHZpxmyIK4Ngk8FaLJg,13
tOsvHZpxmyIK4Ngk8FaLJg,15
tOsvHZpxmyIK4Ngk8FaLJg,17
XoOFezxPVlwsNqB2qMlluA,13
XoOFezxPVlwsNqB2qMlluA,87
XoOFezxPVlwsNqB2qMlluA,17
XoOFezxPVlwsNqB2qMlluA,15
qBprF986tWa1CHmudOp0Rw,6
qBprF986tWa1CHmudOp0Rw,201
qBprF986tWa1CHmudOp0Rw,37
qBprF986tWa1CHmudOp0Rw,17
qBprF986tWa1CHmudOp0Rw,158
qBprF986tWa1CHmudOp0Rw,172
qBprF986tWa1CHmudOp0Rw,153
RmgdyhVjHGnQxX0bjr9XVA,9
RmgdyhVjHGnQxX0bjr9XVA,8
vJOwJQF4sDqBbecUK4cVRg,13
vJOwJQF4sDqBbecUK4cVRg,101
5KcrEqWVHrkBH9W8H6cC9w,7
5KcrEqWVHrkBH9W8H6cC9w,13
5KcrEqWVHrkBH9W8H6cC9w,11
Cqqd6l6jSx7pOnsgtLp_dQ,17
Cqqd6l6jSx7pOnsgtLp_dQ,24
Cqqd6l6jSx7pOnsgtLp_dQ,527
Cqqd6l6jSx7pOnsgtLp_dQ,160
Cqqd6l6jSx7pOnsgtLp_dQ,260
Cqqd6l6jSx7pOnsgtLp_dQ,261
Cqqd6l6jSx7pOnsgtLp_dQ,30
AELkQIJ1CnV4K8OTvdRkbg,127
AELkQIJ1CnV4K8OTvdRkbg,128
NDxLVsaoxl7l0qUy5eCN6g,77
NDxLVsaoxl7l0qUy5eCN6g,64
NDxLVsaoxl7l0qUy5eCN6g,118
NDxLVsaoxl7l0qUy5eCN6g,98
albrwWP2nFfxZBb0gDuR_A,96
albrwWP2nFfxZBb0gDuR_A,307
albrwWP2nFfxZBb0gDuR_A,37
albrwWP2nFfxZBb0gDuR_A,97
albrwWP2nFfxZBb0gDuR_A,206
albrwWP2nFfxZBb0gDuR_A,184
albrwWP2nFfxZBb0gDuR_A,75
albrwWP2nFfxZBb0gDuR_A,145
albrwWP2nFfxZBb0gDuR_A,95
vPyfk0je7cncjN378BruOw,35
vPyfk0je7cncjN378BruOw,33
vPyfk0je7cncjN378BruOw,18
vKKSF1_1JNnRMaoNPQb5Lw,13
vKKSF1_1JNnRMaoNPQb5Lw,101
vKKSF1_1JNnRMaoNPQb5Lw,14
vKKSF1_1JNnRMaoNPQb5Lw,8
vKKSF1_1JNnRMaoNPQb5Lw,9
kZ_QjEHp-ukq2bK5PGaR7A,189
kZ_QjEHp-ukq2bK5PGaR7A,254
kZ_QjEHp-ukq2bK5PGaR7A,54
kZ_QjEHp-ukq2bK5PGaR7A,9
kZ_QjEHp-ukq2bK5PGaR7A,8
kZ_QjEHp-ukq2bK5PGaR7A,343
q445vIewVrSzvjPGz7nE5A,2
q445vIewVrSzvjPGz7nE5A,6
q445vIewVrSzvjPGz7nE5A,1
z8COqmp5DUZWazxgK0LDIg,337
z8COqmp5DUZWazxgK0LDIg,120
z8COqmp5DUZWazxgK0LDIg,60
8Gi91EkhG2_CJLk_WqjpEg,85
8Gi91EkhG2_CJLk_WqjpEg,60
VsrieKQjNfXhAq9zB57AvA,590
VsrieKQjNfXhAq9zB57AvA,37
kes0Me2ERVCNuTyp_QZLxA,37
kes0Me2ERVCNuTyp_QZLxA,277
kes0Me2ERVCNuTyp_QZLxA,590
I4Gbdz5RizunE-RF2w3zkA,13
I4Gbdz5RizunE-RF2w3zkA,101
I4Gbdz5RizunE-RF2w3zkA,14
rofTi935gC7OQ8I0guAX5A,37
rofTi935gC7OQ8I0guAX5A,22
rofTi935gC7OQ8I0guAX5A,23
rofTi935gC7OQ8I0guAX5A,489
UCKeRO02Er8AHLWQlQ3IuA,13
UCKeRO02Er8AHLWQlQ3IuA,131
eYukPA1V_TlpLVjTMN-kIA,13
eYukPA1V_TlpLVjTMN-kIA,73
vj2Rw-W9uXqQ9L8afdpzrg,30
vj2Rw-W9uXqQ9L8afdpzrg,339
NVX_BF_LcDy3fNshXMuz7w,9
NVX_BF_LcDy3fNshXMuz7w,13
NVX_BF_LcDy3fNshXMuz7w,11
NVX_BF_LcDy3fNshXMuz7w,8
vSrlrHuK_2DoGcGUPC9aqw,60
vSrlrHuK_2DoGcGUPC9aqw,77
vSrlrHuK_2DoGcGUPC9aqw,1003
vSrlrHuK_2DoGcGUPC9aqw,85
vSrlrHuK_2DoGcGUPC9aqw,649
0Pnr8uYKVIV3ri3ngXbe5w,305
0Pnr8uYKVIV3ri3ngXbe5w,306
0Pnr8uYKVIV3ri3ngXbe5w,37
0Pnr8uYKVIV3ri3ngXbe5w,97
0Pnr8uYKVIV3ri3ngXbe5w,308
0Pnr8uYKVIV3ri3ngXbe5w,22
0Pnr8uYKVIV3ri3ngXbe5w,147
0Pnr8uYKVIV3ri3ngXbe5w,309
uJl2By2OJUYo2vFDNoNfpw,98
uJl2By2OJUYo2vFDNoNfpw,118
uJl2By2OJUYo2vFDNoNfpw,77
uJl2By2OJUYo2vFDNoNfpw,64
9vDW3dBfxf96nAh_9-Bx6w,60
9vDW3dBfxf96nAh_9-Bx6w,63
yj0cs_003-fMkKUuDb_kCg,97
yj0cs_003-fMkKUuDb_kCg,37
yj0cs_003-fMkKUuDb_kCg,75
yj0cs_003-fMkKUuDb_kCg,388
KcZwrEtqHtVYGnovMs__lA,60
KcZwrEtqHtVYGnovMs__lA,120
KcZwrEtqHtVYGnovMs__lA,258
AbadN65irz8uSL8z6fkoBg,80
AbadN65irz8uSL8z6fkoBg,284
AbadN65irz8uSL8z6fkoBg,79
AbadN65irz8uSL8z6fkoBg,13
bAszaQnDHg_Z2y0HbhLcyA,47
bAszaQnDHg_Z2y0HbhLcyA,45
bAszaQnDHg_Z2y0HbhLcyA,43
bAszaQnDHg_Z2y0HbhLcyA,524
bAszaQnDHg_Z2y0HbhLcyA,227
bAszaQnDHg_Z2y0HbhLcyA,225
bAszaQnDHg_Z2y0HbhLcyA,566
jHQfFRP_prTV_Nu7L1J6uw,438
jHQfFRP_prTV_Nu7L1J6uw,42
jHQfFRP_prTV_Nu7L1J6uw,225
qwt9fL28iSpaWyF5pgNd8w,161
qwt9fL28iSpaWyF5pgNd8w,69
qwt9fL28iSpaWyF5pgNd8w,64
qwt9fL28iSpaWyF5pgNd8w,13
qwt9fL28iSpaWyF5pgNd8w,65
qwt9fL28iSpaWyF5pgNd8w,73
qwt9fL28iSpaWyF5pgNd8w,80
V3zX8A_S8NuySn99JHbo1A,6
s2Dwj_3-F9SCHAO8ptzuGQ,17
s2Dwj_3-F9SCHAO8ptzuGQ,153
s2Dwj_3-F9SCHAO8ptzuGQ,37
s2Dwj_3-F9SCHAO8ptzuGQ,260
s2Dwj_3-F9SCHAO8ptzuGQ,261
s2Dwj_3-F9SCHAO8ptzuGQ,158
najSbqrWWWJkifOgDeUZGQ,253
najSbqrWWWJkifOgDeUZGQ,9
najSbqrWWWJkifOgDeUZGQ,8
j6JAY0KpNCVgOmq9G6MZuA,14
j6JAY0KpNCVgOmq9G6MZuA,176
j6JAY0KpNCVgOmq9G6MZuA,55
j6JAY0KpNCVgOmq9G6MZuA,54
j6JAY0KpNCVgOmq9G6MZuA,13
DIkXHNJt3Tv4YCKqBAkkfw,256
DIkXHNJt3Tv4YCKqBAkkfw,22
DIkXHNJt3Tv4YCKqBAkkfw,257
6pftMZF9qqBfmqotKojgOA,212
6pftMZF9qqBfmqotKojgOA,60
6pftMZF9qqBfmqotKojgOA,328
6pftMZF9qqBfmqotKojgOA,330
6pftMZF9qqBfmqotKojgOA,493
6pftMZF9qqBfmqotKojgOA,213
jZLFHdhD7XDeUT6KZZp8Qw,24
jZLFHdhD7XDeUT6KZZp8Qw,17
jZLFHdhD7XDeUT6KZZp8Qw,142
jZLFHdhD7XDeUT6KZZp8Qw,13
kQr6uN8kuqKeRnsxu4GotQ,27
kQr6uN8kuqKeRnsxu4GotQ,30
kQr6uN8kuqKeRnsxu4GotQ,502
YV2nmpd7dz6VJiLQqBkECg,50
YV2nmpd7dz6VJiLQqBkECg,13
IaBH2UQkcBYUHfFZUeq7MA,200
IaBH2UQkcBYUHfFZUeq7MA,144
IaBH2UQkcBYUHfFZUeq7MA,18
dsAcgF6qtZy2m6d_yWCrGQ,101
dsAcgF6qtZy2m6d_yWCrGQ,13
rQ6C54q1N2iq9iDKSA3QGA,13
rQ6C54q1N2iq9iDKSA3QGA,80
h8XdexOcJlfLOwXIDtyalg,50
h8XdexOcJlfLOwXIDtyalg,13
SG86aNreRSzYp_mimnQO3A,222
SG86aNreRSzYp_mimnQO3A,841
SG86aNreRSzYp_mimnQO3A,694
SG86aNreRSzYp_mimnQO3A,645
SG86aNreRSzYp_mimnQO3A,90
q2kpGK7pcYR8uAYNaqFFog,414
q2kpGK7pcYR8uAYNaqFFog,60
BrFx5KAEiEYltTfIjCtUJQ,106
BrFx5KAEiEYltTfIjCtUJQ,17
BrFx5KAEiEYltTfIjCtUJQ,418
BrFx5KAEiEYltTfIjCtUJQ,160
BrFx5KAEiEYltTfIjCtUJQ,171
BrFx5KAEiEYltTfIjCtUJQ,37
8vaXVv3PUNxGYDv1W5evEQ,34
8vaXVv3PUNxGYDv1W5evEQ,33
8vaXVv3PUNxGYDv1W5evEQ,35
8vaXVv3PUNxGYDv1W5evEQ,18
yzfp-WYIfcwRwcuMc6Uelw,80
yzfp-WYIfcwRwcuMc6Uelw,13
zYyDkYMX1n_TXxG3BiSCrg,30
zYyDkYMX1n_TXxG3BiSCrg,100
dNy_RP9YolWZ3DmZTzRyOQ,50
dNy_RP9YolWZ3DmZTzRyOQ,13
5dFz332M4vPK9k5gbx90aQ,101
5dFz332M4vPK9k5gbx90aQ,13
XSUKqgcRu_pk2QEYwghPvQ,18
XSUKqgcRu_pk2QEYwghPvQ,301
XSUKqgcRu_pk2QEYwghPvQ,19
Izj6jNylEJCvCNj3_nTNBQ,6
Izj6jNylEJCvCNj3_nTNBQ,58
hqi9zoHMqpSLy628aHGVOQ,310
hqi9zoHMqpSLy628aHGVOQ,13
Uv4Gv9DelZjJUmzSLrv41A,13
Uv4Gv9DelZjJUmzSLrv41A,79
e2QV1_gH8R2Klr4w2PRSow,13
e2QV1_gH8R2Klr4w2PRSow,32
UPFV1Yl-izavMd8s2pU9CQ,203
UPFV1Yl-izavMd8s2pU9CQ,204
UPFV1Yl-izavMd8s2pU9CQ,342
UPFV1Yl-izavMd8s2pU9CQ,202
UPFV1Yl-izavMd8s2pU9CQ,127
nrXIZ5Ky5vZNsEREBT9I2g,230
nrXIZ5Ky5vZNsEREBT9I2g,13
nrXIZ5Ky5vZNsEREBT9I2g,14
IzQzr4o66iXgBZUiY62fOg,17
IzQzr4o66iXgBZUiY62fOg,160
eT8w06IjAJM-4xAEK3adzw,354
eT8w06IjAJM-4xAEK3adzw,37
eT8w06IjAJM-4xAEK3adzw,75
eT8w06IjAJM-4xAEK3adzw,206
eT8w06IjAJM-4xAEK3adzw,146
W65M4nIiWtezQieRfZz6cg,80
W65M4nIiWtezQieRfZz6cg,13
zwgVuZcMgijt9k3Jq-2zQQ,13
zwgVuZcMgijt9k3Jq-2zQQ,87
zwgVuZcMgijt9k3Jq-2zQQ,17
zwgVuZcMgijt9k3Jq-2zQQ,15
Rab48Gm4EX4UukkouPqS7Q,315
Rab48Gm4EX4UukkouPqS7Q,18
Rab48Gm4EX4UukkouPqS7Q,35
Vti2Kkh_SwEXcyWiCIY1Zw,13
Vti2Kkh_SwEXcyWiCIY1Zw,161
RvQVyHvxQLQB4YP8K7EKFg,98
RvQVyHvxQLQB4YP8K7EKFg,77
RvQVyHvxQLQB4YP8K7EKFg,64
Sk0jAL8cPgCSVRU8-pD8QA,37
Sk0jAL8cPgCSVRU8-pD8QA,97
Sk0jAL8cPgCSVRU8-pD8QA,145
M9YcmDmn_KK13_P6yRu7pw,354
M9YcmDmn_KK13_P6yRu7pw,137
M9YcmDmn_KK13_P6yRu7pw,75
M9YcmDmn_KK13_P6yRu7pw,97
M9YcmDmn_KK13_P6yRu7pw,317
M9YcmDmn_KK13_P6yRu7pw,590
M9YcmDmn_KK13_P6yRu7pw,145
M9YcmDmn_KK13_P6yRu7pw,22
M9YcmDmn_KK13_P6yRu7pw,37
z-jCKs0SWFwIciwpVqOshQ,17
z-jCKs0SWFwIciwpVqOshQ,171
z-jCKs0SWFwIciwpVqOshQ,106
