post_id,hashtag_id
hkYRpUnsRnJX2L6nzBLavQ,43
hkYRpUnsRnJX2L6nzBLavQ,47
hkYRpUnsRnJX2L6nzBLavQ,226
N__awrsLtQ1fEKb4Wn_z_w,96
N__awrsLtQ1fEKb4Wn_z_w,95
N__awrsLtQ1fEKb4Wn_z_w,37
N__awrsLtQ1fEKb4Wn_z_w,97
N__awrsLtQ1fEKb4Wn_z_w,187
N__awrsLtQ1fEKb4Wn_z_w,219
tVrWTaQ8x3u9TiMthakWkg,9
tVrWTaQ8x3u9TiMthakWkg,8
oEZx-WB4mAk8VQBIyj9xMQ,98
oEZx-WB4mAk8VQBIyj9xMQ,77
oEZx-WB4mAk8VQBIyj9xMQ,461
oEZx-WB4mAk8VQBIyj9xMQ,118
oEZx-WB4mAk8VQBIyj9xMQ,64
oEZx-WB4mAk8VQBIyj9xMQ,380
67fzmWD3TbwrGDZ-Xp6VSA,266
xYh8LoZtayTDjt_S2rl97Q,13
xYh8LoZtayTDjt_S2rl97Q,87
eRQwgSQD1KyCmJk_PAGOXQ,80
eRQwgSQD1KyCmJk_PAGOXQ,13
eRQwgSQD1KyCmJk_PAGOXQ,107
JCnFvoh7lU8PF_Yhh8bgOw,69
JCnFvoh7lU8PF_Yhh8bgOw,13
JCnFvoh7lU8PF_Yhh8bgOw,150
JCnFvoh7lU8PF_Yhh8bgOw,677
LspzEyFynt4R4SLzCUzypA,667
LspzEyFynt4R4SLzCUzypA,505
LspzEyFynt4R4SLzCUzypA,30
LspzEyFynt4R4SLzCUzypA,232
LspzEyFynt4R4SLzCUzypA,504
l8HMKBbn0yUqTuTCJGdRZA,64
l8HMKBbn0yUqTuTCJGdRZA,225
l8HMKBbn0yUqTuTCJGdRZA,680
l8HMKBbn0yUqTuTCJGdRZA,311
l8HMKBbn0yUqTuTCJGdRZA,47
l8HMKBbn0yUqTuTCJGdRZA,118
QI2MQ2k5H2H7dqL5vbmLLA,148
QI2MQ2k5H2H7dqL5vbmLLA,64
qHfJERhZCrksyHfAj19OjQ,13
qHfJERhZCrksyHfAj19OjQ,20
qHfJERhZCrksyHfAj19OjQ,12
qHfJERhZCrksyHfAj19OjQ,11
-F6uKOdNYRV3ejbn7MiVNA,77
-F6uKOdNYRV3ejbn7MiVNA,199
-F6uKOdNYRV3ejbn7MiVNA,6
-F6uKOdNYRV3ejbn7MiVNA,98
-F6uKOdNYRV3ejbn7MiVNA,64
-F6uKOdNYRV3ejbn7MiVNA,118
QzN-RuVaHqVPNUq_ZQJMSQ,37
QzN-RuVaHqVPNUq_ZQJMSQ,75
QzN-RuVaHqVPNUq_ZQJMSQ,146
19npP5v_AhGvN7Cjd3UcqQ,13
19npP5v_AhGvN7Cjd3UcqQ,50
fuSHMeC8LzYEbcBzFEd8vg,37
fuSHMeC8LzYEbcBzFEd8vg,75
fuSHMeC8LzYEbcBzFEd8vg,187
fuSHMeC8LzYEbcBzFEd8vg,97
fuSHMeC8LzYEbcBzFEd8vg,206
ZjJzuxjpOTAPWTFbaX06ew,73
ZjJzuxjpOTAPWTFbaX06ew,10
ZjJzuxjpOTAPWTFbaX06ew,13
7_9jPeXgMdxhNmNmSpQorw,206
7_9jPeXgMdxhNmNmSpQorw,37
7_9jPeXgMdxhNmNmSpQorw,75
7_9jPeXgMdxhNmNmSpQorw,317
7_9jPeXgMdxhNmNmSpQorw,316
pePgcY8sEgga6UlMrGwjqQ,348
pePgcY8sEgga6UlMrGwjqQ,166
pePgcY8sEgga6UlMrGwjqQ,22
pePgcY8sEgga6UlMrGwjqQ,168
pePgcY8sEgga6UlMrGwjqQ,167
pePgcY8sEgga6UlMrGwjqQ,316
pePgcY8sEgga6UlMrGwjqQ,90
pePgcY8sEgga6UlMrGwjqQ,37
pePgcY8sEgga6UlMrGwjqQ,165
zQY27LUBcbiXc3vfpBT0Fg,615
zQY27LUBcbiXc3vfpBT0Fg,222
zQY27LUBcbiXc3vfpBT0Fg,42
zQY27LUBcbiXc3vfpBT0Fg,561
_vzNvnj8ob0hAk2QXEv3Mw,882
_vzNvnj8ob0hAk2QXEv3Mw,11
_vzNvnj8ob0hAk2QXEv3Mw,13
_vzNvnj8ob0hAk2QXEv3Mw,54
_vzNvnj8ob0hAk2QXEv3Mw,47
_vzNvnj8ob0hAk2QXEv3Mw,623
_vzNvnj8ob0hAk2QXEv3Mw,18
_vzNvnj8ob0hAk2QXEv3Mw,358
_vzNvnj8ob0hAk2QXEv3Mw,7
_vzNvnj8ob0hAk2QXEv3Mw,432
_vzNvnj8ob0hAk2QXEv3Mw,823
_vzNvnj8ob0hAk2QXEv3Mw,417
SvtJ7fXNQtDsUmEF_I7QcQ,60
SvtJ7fXNQtDsUmEF_I7QcQ,120
SvtJ7fXNQtDsUmEF_I7QcQ,258
7CSU3sfZRTo_7ZtVECx4Iw,411
7CSU3sfZRTo_7ZtVECx4Iw,60
yS_ae8BGPrcf2bFVG_hGZw,17
yS_ae8BGPrcf2bFVG_hGZw,16
fV5x3YLxtP1SttjLQwTh-Q,1
fV5x3YLxtP1SttjLQwTh-Q,6
fV5x3YLxtP1SttjLQwTh-Q,2
94GNGMxmruuqRLRhLqllWw,73
94GNGMxmruuqRLRhLqllWw,12
94GNGMxmruuqRLRhLqllWw,13
lkM72Y21bjBqUGaW7iL7tQ,13
lkM72Y21bjBqUGaW7iL7tQ,80
lkM72Y21bjBqUGaW7iL7tQ,72
lkM72Y21bjBqUGaW7iL7tQ,539
oXiG9bzTWlrTbLiAZ-st5g,8
oXiG9bzTWlrTbLiAZ-st5g,9
oXiG9bzTWlrTbLiAZ-st5g,125
CYRv-1m11SiovpyuYuZaBQ,191
CYRv-1m11SiovpyuYuZaBQ,18
DT0mrR5yq51arHvoCstvvg,37
DT0mrR5yq51arHvoCstvvg,292
MUKXiX1N7W3CMs5uz7f9Yw,64
MUKXiX1N7W3CMs5uz7f9Yw,54
MUKXiX1N7W3CMs5uz7f9Yw,343
MUKXiX1N7W3CMs5uz7f9Yw,314
MUKXiX1N7W3CMs5uz7f9Yw,156
y1J-Op_J6YHXrNGOtUFbZw,9
y1J-Op_J6YHXrNGOtUFbZw,8
y1J-Op_J6YHXrNGOtUFbZw,48
y1J-Op_J6YHXrNGOtUFbZw,7
y1J-Op_J6YHXrNGOtUFbZw,13
t6tIGwnXWVqNE0rMr-de5A,279
t6tIGwnXWVqNE0rMr-de5A,481
t6tIGwnXWVqNE0rMr-de5A,22
t6tIGwnXWVqNE0rMr-de5A,60
9iNZ2o5jt-zpdMoAOgd7_g,80
9iNZ2o5jt-zpdMoAOgd7_g,13
SkYuA1vJNvZpyn9TGlmBsw,47
SkYuA1vJNvZpyn9TGlmBsw,43
SkYuA1vJNvZpyn9TGlmBsw,45
JpFgOqXEhKI2tyFYgoOkSA,35
JpFgOqXEhKI2tyFYgoOkSA,18
c5ZHHbpbFWehMBtRrcEPQA,77
c5ZHHbpbFWehMBtRrcEPQA,98
c5ZHHbpbFWehMBtRrcEPQA,64
t2y-woZwozpLiptRWwEnmw,105
t2y-woZwozpLiptRWwEnmw,108
t2y-woZwozpLiptRWwEnmw,160
t2y-woZwozpLiptRWwEnmw,106
t2y-woZwozpLiptRWwEnmw,17
Yy-VnMFMqqjUHk1ogiba0Q,59
Yy-VnMFMqqjUHk1ogiba0Q,48
Yy-VnMFMqqjUHk1ogiba0Q,9
Yy-VnMFMqqjUHk1ogiba0Q,92
Yy-VnMFMqqjUHk1ogiba0Q,8
Yy-VnMFMqqjUHk1ogiba0Q,13
mx6UP8GcJCZZ51tExUQnRA,308
mx6UP8GcJCZZ51tExUQnRA,37
3EQBKQaY2VC8alIzPPUfNw,17
3EQBKQaY2VC8alIzPPUfNw,16
KUvZy0HcjVuIhKhomFI-LQ,233
KUvZy0HcjVuIhKhomFI-LQ,231
KUvZy0HcjVuIhKhomFI-LQ,6
KUvZy0HcjVuIhKhomFI-LQ,30
xr86J9_b5G5w5lRr-NvgZw,240
xr86J9_b5G5w5lRr-NvgZw,6
xr86J9_b5G5w5lRr-NvgZw,81
xr86J9_b5G5w5lRr-NvgZw,241
xr86J9_b5G5w5lRr-NvgZw,319
4l_oyteLOz1YjSKlZRBZ8Q,58
4l_oyteLOz1YjSKlZRBZ8Q,6
SqmG6e5Nuj4-EGVXCOsqKA,129
SqmG6e5Nuj4-EGVXCOsqKA,18
5SiHMFPhwuWZ4VaZB13Hzw,362
5SiHMFPhwuWZ4VaZB13Hzw,13
X__txEx12Sc97btJc4L_fA,16
X__txEx12Sc97btJc4L_fA,17
X__txEx12Sc97btJc4L_fA,15
UmZl3K3RLZq_xFmBOK-Q4w,13
UmZl3K3RLZq_xFmBOK-Q4w,14
7FPX1BWoJZ1pVwZ1Cc1_6Q,13
7FPX1BWoJZ1pVwZ1Cc1_6Q,107
25Ng8P4HhNBPjtv5vRnzcg,364
25Ng8P4HhNBPjtv5vRnzcg,37
25Ng8P4HhNBPjtv5vRnzcg,325
25Ng8P4HhNBPjtv5vRnzcg,38
25Ng8P4HhNBPjtv5vRnzcg,39
25Ng8P4HhNBPjtv5vRnzcg,40
SoiXeBUyWZQsBvjBMqkjZQ,266
brNYDrnZhjZjbef9iXQVQw,106
brNYDrnZhjZjbef9iXQVQw,160
brNYDrnZhjZjbef9iXQVQw,453
brNYDrnZhjZjbef9iXQVQw,37
brNYDrnZhjZjbef9iXQVQw,17
7gIK3en6jVyiColBvlHNPA,13
7gIK3en6jVyiColBvlHNPA,101
CQc8yBzGYX7CX3Jb4-qAkQ,182
CQc8yBzGYX7CX3Jb4-qAkQ,60
G_BQKzi728rQp0YnSmdwhA,18
G_BQKzi728rQp0YnSmdwhA,23
G_BQKzi728rQp0YnSmdwhA,22
G_BQKzi728rQp0YnSmdwhA,940
G_BQKzi728rQp0YnSmdwhA,456
HTmgKA_5VCw_l7OGhcKyRA,301
HTmgKA_5VCw_l7OGhcKyRA,18
dQ11s7taakRn8omBUA9isg,77
dQ11s7taakRn8omBUA9isg,98
dQ11s7taakRn8omBUA9isg,64
i6l7Grd44qlvEava7O_CDw,77
i6l7Grd44qlvEava7O_CDw,78
V9qjoWogqqMWvFFpuASRYw,20
V9qjoWogqqMWvFFpuASRYw,13
V9qjoWogqqMWvFFpuASRYw,87
V9qjoWogqqMWvFFpuASRYw,10
5ilyBKdnOyUANQCdKR8YmA,120
5ilyBKdnOyUANQCdKR8YmA,60
5ilyBKdnOyUANQCdKR8YmA,258
xkWDXxDTKZ1E2VMbaWzRbg,16
xkWDXxDTKZ1E2VMbaWzRbg,17
YlGHWgD7rwYDIu0m-2FW2A,273
YlGHWgD7rwYDIu0m-2FW2A,18
YlGHWgD7rwYDIu0m-2FW2A,60
YlGHWgD7rwYDIu0m-2FW2A,309
YlGHWgD7rwYDIu0m-2FW2A,22
YlGHWgD7rwYDIu0m-2FW2A,42
5qEToP4F8c7-NucZxR-thw,233
5qEToP4F8c7-NucZxR-thw,90
5qEToP4F8c7-NucZxR-thw,341
5qEToP4F8c7-NucZxR-thw,54
5qEToP4F8c7-NucZxR-thw,30
5qEToP4F8c7-NucZxR-thw,242
XdcAC0DLroA0hm7bzkC_ow,251
XdcAC0DLroA0hm7bzkC_ow,30
XHUGoHv5mP1zsgloxI-Oig,9
XHUGoHv5mP1zsgloxI-Oig,706
XHUGoHv5mP1zsgloxI-Oig,8
XHUGoHv5mP1zsgloxI-Oig,254
XHUGoHv5mP1zsgloxI-Oig,13
