post_id,comment,created_at,author_id
nM1o8xXR9YFP9gLtfqiROg,Jason's fitness classes on Fridays are life changing to say the least.,2014-06-20,SaSXRzjHx3SMTNnW90PetA
U2rIlPetIBXRIN21SlJ32g,2 words: cheese samples!! Omg they are the bomb :),2014-05-26,SaSXRzjHx3SMTNnW90PetA
CVR3kDHXzK1fd0RAqU1Efw,Great place to study!!,2013-09-28,SaSXRzjHx3SMTNnW90PetA
CVR3kDHXzK1fd0RAqU1Efw,Check out their pumpkin spice latte!,2013-10-13,SaSXRzjHx3SMTNnW90PetA
CVR3kDHXzK1fd0RAqU1Efw,Mexican hot cocoa is BOMB,2014-01-30,SaSXRzjHx3SMTNnW90PetA
w4a6TuFWArSc29dB51rPNA,Get the spicy chicken pizza!!,2014-06-13,SaSXRzjHx3SMTNnW90PetA
IWx4Yx1h-ramDGBNqNQ4MQ,Hot italian night sub is freaking delicious,2013-10-13,SaSXRzjHx3SMTNnW90PetA
H1j34TgbrVZkxeww9xlJTw,after an hour waiting in line, we're finally at the front of the line!!!! Yayy gyros :),2014-05-24,SaSXRzjHx3SMTNnW90PetA
QQqI1z1FohJGSLV0qKvOjQ,Country pad thai+thai ice tea=amazingness :),2013-10-01,SaSXRzjHx3SMTNnW90PetA
kmGXnOfkBldRQ_ECXytFUQ,Pomme frites are so freaking good!,2013-10-10,SaSXRzjHx3SMTNnW90PetA
SzcCJJmreMlWCsNjupdVAA,Great food and atmosphere! Definitely coming back again :),2013-08-23,SaSXRzjHx3SMTNnW90PetA
XBsZoWiUJLi26FtAD6wWDw,Hands down the most affordable and delicious soul food around!,2013-11-21,SaSXRzjHx3SMTNnW90PetA
OkLqpxpbvU2N2-OGDn0yiA,Mango lassi macaron!!,2014-06-03,SaSXRzjHx3SMTNnW90PetA
C-oKwqnAPa1KJZhMOox60w,I recommend the Backyard BBQ and War Pig!!,2013-09-29,SaSXRzjHx3SMTNnW90PetA
n_UlhRNcv9dm04NbUNBrFQ,The Mediterranean burrito with grilled steak is DELICIOUS!,2014-12-12,SaSXRzjHx3SMTNnW90PetA
-V-fpvR47iZJ5jq8Eit7ng,Delicious sandwiches and unbeatable customer service!,2013-10-15,SaSXRzjHx3SMTNnW90PetA
SP7H3zPArNvbHKQW0c_gpA,You can never go wrong with their pad thai country style!,2013-09-19,SaSXRzjHx3SMTNnW90PetA
Kuv-QSWUtOm5IjAxcFMl8A,Love their salted caramel macaron and portebello crepe!!,2013-09-18,SaSXRzjHx3SMTNnW90PetA
Kuv-QSWUtOm5IjAxcFMl8A,Black forest ham crepe is so freakin good!,2014-02-04,SaSXRzjHx3SMTNnW90PetA
Kuv-QSWUtOm5IjAxcFMl8A,Get the blood orange macaron! So delicious :),2014-02-08,SaSXRzjHx3SMTNnW90PetA
10Jk5ilimXrfAq8JJ1gISg,Closed for one month for family vacation!,2014-06-16,SaSXRzjHx3SMTNnW90PetA
24t7-XcaR6yJi_20CPoB2Q,Goat cheese ice cream is so bombdiggity!,2013-09-19,SaSXRzjHx3SMTNnW90PetA
GDpd9KZdUgnjcoCWTTphqw,The owner here is so nice!,2013-10-04,SaSXRzjHx3SMTNnW90PetA
qk_RGuKMuTcWMg5NZLas_w,Bottomless strawberry iced tea is deeelicious!,2014-06-28,SaSXRzjHx3SMTNnW90PetA
q42QKZg9PkvE-l5-oUChxQ,Check in to get 1 free car wash!,2013-10-31,SaSXRzjHx3SMTNnW90PetA
0uwQIGlKICIYuRtayVnh7g,Try the piada wrap with calamari!,2013-10-19,SaSXRzjHx3SMTNnW90PetA
RbrZJEf8TlnP7RHaKnCtIQ,I love their plain tart!,2013-09-24,SaSXRzjHx3SMTNnW90PetA
RbrZJEf8TlnP7RHaKnCtIQ,The new pumpkin spice flavor is really yummy!,2013-10-13,SaSXRzjHx3SMTNnW90PetA
S1t1kRnoiB1j3u7bRkjlvA,Try the ginger snap latte!,2014-03-04,SaSXRzjHx3SMTNnW90PetA
S1t1kRnoiB1j3u7bRkjlvA,Get your chai latte iced for the perfect summer treat!,2014-05-25,SaSXRzjHx3SMTNnW90PetA
w2tr0PA0b3tg8pId0kjM-A,White chocolate basil macaron!,2014-12-07,SaSXRzjHx3SMTNnW90PetA
LtDYRcMJbJPhXPEklT29Fw,Amazing service and delicious food!!,2014-02-14,SaSXRzjHx3SMTNnW90PetA
GxBcnU3ONa9htY5gPd72BQ,10 pc wings with your choice of 2 flavors for 7.49!!,2014-05-22,SaSXRzjHx3SMTNnW90PetA
MHGfZ_TjkwNXywczQI79yQ,Staff is really friendly and will help you fill up air in your tires!,2014-07-18,YaMwa5PgvH7jRjcVV1urtg
ccoflrCjKB_D06Cc3vC6Ng,Free popcorn (try it with the bbq sauce on the table)!!,2014-07-21,YaMwa5PgvH7jRjcVV1urtg
OMskTANen2g5AlwN4EyxMg,Free box of banchan with your takeout!,2014-07-22,YaMwa5PgvH7jRjcVV1urtg
DcgCr11ve0QP29gKMad7OA,Small and quaint but great prices!,2014-07-31,YaMwa5PgvH7jRjcVV1urtg
w1rHHt72BON3K_C4caDDXw,Closed on Mondays. Yelp why have you forsaken me?!,2014-08-11,YaMwa5PgvH7jRjcVV1urtg
oad18hHNEEr-T1FoeFtzNw,The experience was... Alright. What other reviewers said was pretty much accurate: This place gets the job done, though not without some unnecessary hassle. I don't regret using the $20 oil change coupon I had, though.,2012-12-29,axQdYNFCPcxPFKw2f_M2Kw
fihcqcjpMWTSGiR_dWLOcw,Tall iced latte with classic syrup. Sit on the couch by the fireplace. As always.,2012-08-19,axQdYNFCPcxPFKw2f_M2Kw
sARejHFyWLA93RgGwkhy5g,They have the freestyle Coke fountain thing.,2013-03-04,axQdYNFCPcxPFKw2f_M2Kw
cxq_iu2Zl5jm6qLGfff5eA,Ahhhhhhh. This can't be healthy but it's so good.,2012-08-27,axQdYNFCPcxPFKw2f_M2Kw
1u4EvujoBP37oEL4SGLpgA,21st-century coffeeholics, rejoice. Civ takes credit cards (the Four Majors accepted, via Square).,2014-07-16,axQdYNFCPcxPFKw2f_M2Kw
Hew_aO1WsHAlRpaxXcbgqw,It's a-okay. Flashback to the college dining hall pizza a while back...,2012-09-03,axQdYNFCPcxPFKw2f_M2Kw
anzCdD5eIEHwydTpXhLlUA,Went to support my CIM friend performing (quality) live music here this evening! The hot dogs here are to kill for. \/swoon,2012-12-18,axQdYNFCPcxPFKw2f_M2Kw
CVR3kDHXzK1fd0RAqU1Efw,Nice, quirky, and friendly baristas. Amazing coffee. Review about the new location (down the street from the former one) coming soon!,2012-08-26,axQdYNFCPcxPFKw2f_M2Kw
CVR3kDHXzK1fd0RAqU1Efw,Chillin' at the bar, chattin' with the baristas.,2012-09-23,axQdYNFCPcxPFKw2f_M2Kw
dmu1wM0CRgeoTIUXFihU7Q,Nothing fancy, but... Fast, painless, and easy.,2012-09-24,axQdYNFCPcxPFKw2f_M2Kw
q7qqx3odlp7Pbjo96l-1RA,They have shorter operation hours for part of summer break. (Closing at 2 p.m.) :(,2013-08-23,axQdYNFCPcxPFKw2f_M2Kw
Kuv-QSWUtOm5IjAxcFMl8A,Had a soup-sandwich combo ($8) for brunch. Solid tomato soup and ham-swiss panini. Fairly small portions, but I had no room for sweet baked goods, so no cupcakes this time. Glad I beat the lunch-hour rush crowd.,2012-12-29,axQdYNFCPcxPFKw2f_M2Kw
K9XKszgtX5VnQ7FsDtUkLw,Thanks Yelp for this gem! (Also: Britney is the best ever.),2014-03-15,axQdYNFCPcxPFKw2f_M2Kw
Hn4gBm58p8Txa6vnGLqTow,Case in point, I'm drooling.,2013-01-21,axQdYNFCPcxPFKw2f_M2Kw
JbD1jy_Jxpy5W9Gq0L8U1Q,Closed,2011-11-06,xH63knKaVhclXU2gSP1q_A
GREUapStr7mD3L528tefVQ,Closed on Mondays.,2012-10-15,xH63knKaVhclXU2gSP1q_A
4IdcT63iE5fNrVzayZtKEw,Great place for groups in summer! The patio is nice.,2011-07-25,xH63knKaVhclXU2gSP1q_A
VdnqeZXVfTRYB_ASLp8umg,Good for tandoori food.,2012-09-24,xH63knKaVhclXU2gSP1q_A
y_pR7Ak2VqRVNttn1b6jcQ,Iced tea bags are available for sale!,2012-05-05,xH63knKaVhclXU2gSP1q_A
-Eu04UHRqmGGyvYRDY8-tg,Even better after centennial celebrations!!,2013-01-19,xH63knKaVhclXU2gSP1q_A
CVR3kDHXzK1fd0RAqU1Efw,Good selection of tea,2013-01-01,xH63knKaVhclXU2gSP1q_A
123cbSJgE-BzNCzXV_7r0g,Gets very busy at lunch.,2012-10-12,xH63knKaVhclXU2gSP1q_A
dYw9pw-f3LevliM5TfpAOA,Sympathy cards are hilarious!!,2012-10-10,xH63knKaVhclXU2gSP1q_A
JbD1jy_Jxpy5W9Gq0L8U1Q,Now a Dave's Market,2011-05-25,c7-1Ypg1P1QGSFbD0mfHoQ
mjNcrRmvbVOoKW4rOvm2Rw,Out of business,2011-05-25,c7-1Ypg1P1QGSFbD0mfHoQ
63lBTe-rgqR_LcAOh_xuPQ,Avoid!!!!!!!,2012-04-14,fGyzPhfx4M2fzwOv5nJapw
63lBTe-rgqR_LcAOh_xuPQ,Free self parking!,2016-01-15,QBykfkTwOvQODgOcAiioAw
63lBTe-rgqR_LcAOh_xuPQ,Dandelion salad is incredible. Bitter and peppery and well dressed.,2016-01-15,QBykfkTwOvQODgOcAiioAw
Md6NWl54ny8hA-NVaYZuew,Great service on the dog friendly patio.,2016-07-24,QBykfkTwOvQODgOcAiioAw
BLfCMa2yWNo70D3wwAxwow,Come to Grovewood Tavern.  It should be on everyones must get to list. I'm never dissapointed here. And btw. Collinwood is not the hood.,2011-12-21,QBykfkTwOvQODgOcAiioAw
VmPosmQpBlHBqdCXMzIwxA,slooooooooow service.,2013-07-20,QBykfkTwOvQODgOcAiioAw
RqwuaHAybTqbkmGe1RZLXQ,Run down over priced.Broken locks broken tvs broken tv remotes slow drains dirty carpet gross spare blanket lines at breakfast craby barmaid,2012-03-15,QBykfkTwOvQODgOcAiioAw
iJpmIt-i9-VeChouLcPXbA,Wonderful service.  Friendly joint.,2014-04-22,QBykfkTwOvQODgOcAiioAw
P7IaC5I7nJf7OTupZzHeng,Im from out of town.  Dropped in here for lunch.cozy. food was good.great service. Friendly locals. I recommend it.,2012-02-16,QBykfkTwOvQODgOcAiioAw
zhBkNLn2KPnh5-NIueXVHA,Best place for fried lake perch and walleye, fish chowder is great but call ahead. They close on a whim. We have stopped going bcuz of that.,2012-02-01,QBykfkTwOvQODgOcAiioAw
_9ivE0h8DdfEWqdSL8JU6g,Fun bartenders.  Great beer selection. OK albeit bar food. Good fish tacos. Very good pizza. Nice place to hang.,2013-10-09,QBykfkTwOvQODgOcAiioAw
Aob9kNExpqUX5zD5culM9A,cash only!,2014-10-08,QBykfkTwOvQODgOcAiioAw
sDtyFdwzV-dSnHFD320Flw,Closed Sundays.,2015-10-13,QBykfkTwOvQODgOcAiioAw
wOKcWLyN1DhSEl3Y1eG5nQ,The potato and cheese empanada is perfect. Spicy hot and cooked perfectly. Good size. Served as my entree tonight.,2017-07-27,QBykfkTwOvQODgOcAiioAw
u1qzJu0JwbKU-HjIFjq8kw,Cool decor. Comfy. Great espresso. Good. Prices.,2011-12-21,QBykfkTwOvQODgOcAiioAw
8lgNW9ts-KfWUi8Akl5Zjw,A cool comfy place in the Whole Foods plaza. Get a beer and the homemade tomato soup.,2013-04-15,QBykfkTwOvQODgOcAiioAw
8lgNW9ts-KfWUi8Akl5Zjw,They only serve bar food.  Bar food poorly done.,2015-09-14,QBykfkTwOvQODgOcAiioAw
w4a6TuFWArSc29dB51rPNA,The house wine pours are very good and as of this post only $6.,2014-09-14,QBykfkTwOvQODgOcAiioAw
w4a6TuFWArSc29dB51rPNA,The Ohio Apple salad is great. Good mix of flavors and the dressing is not too creamy or overwhelming.,2014-09-14,QBykfkTwOvQODgOcAiioAw
oNF-vT3PbCcncgQjPKFVeA,Great espresso,2012-02-16,QBykfkTwOvQODgOcAiioAw
N1LjEaUVBdaOki71VZHT_g,Eat here and save $ on your tip.  The Service Is Soooo Nonchalant YOU Wont Feel like tipping more than 8 %. I never do....,2014-10-08,QBykfkTwOvQODgOcAiioAw
s2hzc_rFWYY9_-4TfrFGng,Very good pizza.  VERY good.  Only downer was it was cold when it got here but still dang good. Recommended,2012-03-16,QBykfkTwOvQODgOcAiioAw
QUjJmpTQvGus8WfYq1dtOw,The Seven Steak and Okra Gumbo is excellent.,2016-01-20,QBykfkTwOvQODgOcAiioAw
goZV-PlwLJOB8s5O3GruxA,Awesome food. Affordable. Good service. Recommended highly.,2012-07-18,QBykfkTwOvQODgOcAiioAw
aaWhSHpsE285eaSTzDxAMA,The seared tuna is fantastic. Cooked perfectly and a decent portion for $15. I added it to a green salad.,2017-07-12,QBykfkTwOvQODgOcAiioAw
aaWhSHpsE285eaSTzDxAMA,The lunch menu is simple but good. Sandwiches and burgers. The dinner menu is TOTALLY different from lunch - fine dining - excellent.,2017-07-12,QBykfkTwOvQODgOcAiioAw
w6F502EKMyn3ONbGT2bQxw,The food is crap.,2012-10-04,QBykfkTwOvQODgOcAiioAw
qeJ8OUASkd0KQ1oEN3P--w,My first time here: dogs were great but the italian beef was tough. . I will try the beef one more time and def come back for hot dogs:,2012-02-10,QBykfkTwOvQODgOcAiioAw
v3rxs8n2f9c__Vw36Y5HsA,These guys have gotten worse and worse. I brought 2 dogs home tonight a ""chicago"" and a ""coney"". Very dissapointed. I will not be back.,2011-12-13,QBykfkTwOvQODgOcAiioAw
4M09MJwxRx8utAgEntFVrQ,If you want to drink a beer here tomorrow. ...order it today.  Notably slow service.,2015-09-13,QBykfkTwOvQODgOcAiioAw
CumFf2t8heqFJ4yZDLnD7g,Why? That is the question. Don't stay or eat here.,2013-11-12,QBykfkTwOvQODgOcAiioAw
Sp7JQ7O8aaNatAgEwAFTfg,Eat before or after you go here!,2017-06-16,QBykfkTwOvQODgOcAiioAw
Op2IR4FffXZ5KXYFnDL2yA,Nice ambiance, average service, disappointing food. To address other Yelper's comments: This place wouldn't last a month in Tremont.  Yes they are way too heavy on the salt. If I lived in culdesac hell and the other option was Mr. Chicken I would eat here again. Thankfully I do not.,2012-11-24,QBykfkTwOvQODgOcAiioAw
x8i4aJDROL4vTEClYeMG9g,Dont count on the kitchen being open.  Its a hit or miss place relying on their regulars. The kitchen is open until 9pm unless the cook has to go home and study.,2013-09-08,QBykfkTwOvQODgOcAiioAw
gttb4JXf_UXSaYqubh7iYw,Rancid draft beer.Long wait at bar for service.Still waiting for food.Didn't he have two other locations that went under?Tick tock tic tock,2012-03-15,QBykfkTwOvQODgOcAiioAw
_d76h17SjTnEq20u42Wwwg,The former cook retired. The new cook started today. Not much on the new menu yet but so far so good. Home made pitas and hummus. Awesome chicken thighs sandwich. Complete review in a few weeks.,2015-10-28,QBykfkTwOvQODgOcAiioAw
_d76h17SjTnEq20u42Wwwg,Very Good Homemade soup. The peppers and eggs sandwich is the best I've ever had.,2015-02-11,QBykfkTwOvQODgOcAiioAw
JJpoHl5mxJHwbaix71mfyg,Ugh. Flat sour wheat beer and soggy greasy fish and chips. Next time I try the chop house in the  same terminal.  More $  but might be worth it,2013-07-02,QBykfkTwOvQODgOcAiioAw
h58IV-LbmpycdzlwVhUhgw,The stout is very good.,2014-10-08,QBykfkTwOvQODgOcAiioAw
t2O4Qx74U_IfBzDHJzvUCA,Overpriced. Oversalted. Underwhelming.,2016-12-23,QBykfkTwOvQODgOcAiioAw
J4tO07oCDhwP3rdcgjjdxg,Calzone with sausage mushroom and artichoke was awesome and only 9$.,2016-03-05,QBykfkTwOvQODgOcAiioAw
J4tO07oCDhwP3rdcgjjdxg,Nice big bar here. Quiet on a Saturday afternoon but I can see it being quite festive on a Friday night.,2016-03-05,QBykfkTwOvQODgOcAiioAw
J4tO07oCDhwP3rdcgjjdxg,Pork Chop is VERY good.,2016-06-22,QBykfkTwOvQODgOcAiioAw
J4tO07oCDhwP3rdcgjjdxg,Meat Ball Monday. Buck a Ball.,2017-02-27,QBykfkTwOvQODgOcAiioAw
fihcqcjpMWTSGiR_dWLOcw,Bring quarters to park! The meters only take quarters.,2012-01-19,gl5Sd-BhvkTBIr33H_aKsA
1veVZUawy7IhIc5oDpRRQA,There's a line out the door and it's just the day BEFORE St. Paddy's!,2012-03-16,gl5Sd-BhvkTBIr33H_aKsA
UEpKf4g8oaAIr0ZIM0TXgw,Great seating!,2012-03-14,gl5Sd-BhvkTBIr33H_aKsA
_HW7sgUShin0aGouFMiUdA,@meggconn,2012-04-14,gl5Sd-BhvkTBIr33H_aKsA
q_lznPwJiprULcyYudWq1g,Sit on the patio!,2011-09-09,gl5Sd-BhvkTBIr33H_aKsA
fiYqGH-esbPpO-3DnSqVeg,No credit cards!,2012-03-10,gl5Sd-BhvkTBIr33H_aKsA
ccoflrCjKB_D06Cc3vC6Ng,They're out of southern tier pumking :(,2011-09-13,gl5Sd-BhvkTBIr33H_aKsA
ejaUQ1hYo7Q7xCL1HdPINw,Go here. Coolest place ever!,2012-01-28,gl5Sd-BhvkTBIr33H_aKsA
omqauOCoOcRdLMPMgvsbqA,Here we go brownies here we go!!!!,2012-08-24,gl5Sd-BhvkTBIr33H_aKsA
8lgNW9ts-KfWUi8Akl5Zjw,Tasty fish fry!!!,2012-03-23,gl5Sd-BhvkTBIr33H_aKsA
U2rIlPetIBXRIN21SlJ32g,Look at the beer section!,2011-09-13,gl5Sd-BhvkTBIr33H_aKsA
VgSF_jQ8St7A2DhdafRDCQ,Go cavs!,2012-03-30,gl5Sd-BhvkTBIr33H_aKsA
ToHKLIjR05Rz9boWvmWaPA,Bowling and good beer. What more do you want?,2011-09-14,gl5Sd-BhvkTBIr33H_aKsA
M5vlrY9d9H_ZFnZa3N6a_g,Excellent craft beer selection!,2011-09-14,gl5Sd-BhvkTBIr33H_aKsA
XRfMD13CXYMF6601gmfrxw,Awesome salsa!,2012-03-22,gl5Sd-BhvkTBIr33H_aKsA
JRrpo0ksfzeuJkfXDrVNUA,#DiscGolf,2012-08-22,gl5Sd-BhvkTBIr33H_aKsA
UgWVMUWFrr6bt3NSfuKrGQ,Open late!,2012-01-23,gl5Sd-BhvkTBIr33H_aKsA
XUcJiJx4x1RBtE31XrNexw,Sunday funday = make your own bloody Mary day!,2011-10-30,gl5Sd-BhvkTBIr33H_aKsA
gNER9lE1Ma9FLm9MBsvYgg,Get the BBQ popcorn and you won't regret it. The best bar snack ever!,2012-01-14,gl5Sd-BhvkTBIr33H_aKsA
24t7-XcaR6yJi_20CPoB2Q,OMG!,2012-03-31,gl5Sd-BhvkTBIr33H_aKsA
24t7-XcaR6yJi_20CPoB2Q,OMG! Ice cream and French fries!,2012-08-27,gl5Sd-BhvkTBIr33H_aKsA
fihcqcjpMWTSGiR_dWLOcw,Guy with the dreads makes the best drinks ;),2012-03-29,eWGWRsXnj-t0XBWWJSmGzQ
hJwAmGQhRUbM0oCLJ_I3TQ,Cheese pizza super yummy.,2012-04-09,eWGWRsXnj-t0XBWWJSmGzQ
ZQG5EFBd8yVO78nz3fLYJg,The lines are long but they move quickly.,2012-06-09,eWGWRsXnj-t0XBWWJSmGzQ
MVIthKWqwkQz0dai7LkVzQ,Toffutti milkshakes are a must have for any of my lactose intolerant buddies,2011-09-15,eWGWRsXnj-t0XBWWJSmGzQ
J1RDyyPxhioqm8c_fi4P4Q,OMG iPads with drink menus. Lola keeps it classy even during lunch.,2011-11-07,eWGWRsXnj-t0XBWWJSmGzQ
IUmylj6lLBFUyQtBnxB_jQ,Go after work on a week day. No crowds :),2011-12-05,eWGWRsXnj-t0XBWWJSmGzQ
5mJlO3oCw_4vvbq1qM6OEg,Personally I love electronic receipts which makes it all the better that they can text you yours.,2013-04-18,eWGWRsXnj-t0XBWWJSmGzQ
mTcPc9rE43XrG05RQOjnWw,Mini sweet potato corn muffins. Yes please.,2012-03-29,eWGWRsXnj-t0XBWWJSmGzQ
2CuuhX79Rtto5bxEk3_oDQ,Ooey gooey butter cake ice cream are you serious!?,2012-04-24,eWGWRsXnj-t0XBWWJSmGzQ
LvnOhs9Udhyp5adF7Cq98g,Heads up the bathroom is outside of the restaurant and down the hall and for some reason you need a key to unlock it.,2013-02-01,eWGWRsXnj-t0XBWWJSmGzQ
Uob12Ft2gp4JqM73926g6Q,Try cake cookie sundae. Layer Snickerdoodle +cake batter+red velvet and top with Cap'n Crunch, Oreo crumbs and marshmallow cream.,2012-03-29,eWGWRsXnj-t0XBWWJSmGzQ
Ufo0Papm3oyoCfBvnsJH7g,Food network cupcake wars winner,2012-03-29,eWGWRsXnj-t0XBWWJSmGzQ
Youep7apWvvojHTPhmle7g,Flavors Rotate,2012-03-29,eWGWRsXnj-t0XBWWJSmGzQ
HXgmUCAl1slrtYECaWqCEQ,So much clearance,2012-04-08,eWGWRsXnj-t0XBWWJSmGzQ
2xBcxvOUrizsvLyPm89iXQ,You can only pay with cash :(,2013-02-20,eWGWRsXnj-t0XBWWJSmGzQ
fihcqcjpMWTSGiR_dWLOcw,Open to 11; super chill,2012-08-03,V4TPbscN8JsFbEFiwOVBKw
4IdcT63iE5fNrVzayZtKEw,Having a slice of pizza in Cleveland's (super) Little Italy,2012-07-30,V4TPbscN8JsFbEFiwOVBKw
sEZU0ssY_7GlGKeBntkX-A,Packed for an early morning,2013-12-28,V4TPbscN8JsFbEFiwOVBKw
schqgX7r7lBKxZF6MBqTUA,Go early on weekends as seats may be limited.,2010-08-17,V4TPbscN8JsFbEFiwOVBKw
-kG0N8sBhBotMbu0KVSPaw,Free wi-fi!,2012-08-01,V4TPbscN8JsFbEFiwOVBKw
JtrOIfm4pIBEZgRIlwI_Jw,Spacious rooms, very close to airport,2012-08-01,V4TPbscN8JsFbEFiwOVBKw
wbu6aqEsGu_f1jzKu6IrWg,Great hotel, suite style, just outside of Cleveland; dog friendly too!,2012-07-30,V4TPbscN8JsFbEFiwOVBKw
fihcqcjpMWTSGiR_dWLOcw,Grande black shaken iced tea lemonade unsweetened,2012-08-15,gB9nxEP-u1Lz1CHqC7a0Bw
dWwvaWgnfKQ8dFHTSgi_2A,Cute,2012-08-15,gB9nxEP-u1Lz1CHqC7a0Bw
U2rIlPetIBXRIN21SlJ32g,5 by 7,2012-08-17,gB9nxEP-u1Lz1CHqC7a0Bw
fihcqcjpMWTSGiR_dWLOcw,Bring your own thermos for 10cents of your purchase,2014-06-01,8NA3eEIXq4xA-7GqeAHemg
mZ8ZBfxKvNCIEHoBfak8MQ,My favorite thing on the menu is the Western but I tell them not to heat it up because I don't like the melted cheese,2014-05-23,8NA3eEIXq4xA-7GqeAHemg
bgNmUYcraelf27TviWEMGA,If you go down Euclid Ht Blvd, there is free parking in the residential area,2014-05-24,8NA3eEIXq4xA-7GqeAHemg
HNs2Nf-trqFTDtho4vhfmA,Excellent service. Great beer selection. Fun atmosphere and the food is delicious!,2017-01-09,8NA3eEIXq4xA-7GqeAHemg
Fozo0B-y42EhRMomR0K5vQ,Get a waffle with Dave and Andy's ice cream on it!,2014-05-21,8NA3eEIXq4xA-7GqeAHemg
YgHp9MdZ1vVdYyMEro4TtQ,Excellent brunch and a dog friendly patio,2016-06-18,8NA3eEIXq4xA-7GqeAHemg
fihcqcjpMWTSGiR_dWLOcw,ts a busy location but woth the,2014-06-11,KZd0xf95VCq5uFEDnCi6sg
sfd19Wo_7g2TwaoJmA9B8A,Best American-Chinese Food in Cleveland, Hands down.,2015-08-16,KZd0xf95VCq5uFEDnCi6sg
p7GsNqUSIjAd7TV1sZUBxQ,Best Brunch In Cleveland.,2015-01-18,KZd0xf95VCq5uFEDnCi6sg
Gs_jpJB5f3a1jCQjV7QHQA,Amazing! One of the coolest restaurants in the area.,2017-10-09,KZd0xf95VCq5uFEDnCi6sg
