post_id,comment,created_at,author_id
PEq9E-VCvYw1JdZf0MdvAA,Nice friendly staff, clean facility and I love my nails!! They all are amazing here.,2016-05-29,Hp5yDrSTrJptdfc-PSiErw,
9gLFnkwRiSppOBu3Snxkgw,Stop in for breakfast every week. Great food and customer service!,2015-04-21,coEpGrAIfkU0ZZbKCmEOEQ,
1_XieTGcu829D7eN_cHiow,Too expensive, not worth it!,2015-10-07,CzRxxVP2_7F5EBCTUO3Zmw,
llQfDCKPXBW1-hSb_qUC-g,Ask for popadums. They aren't out, are available. Don't forget to try the Chai!,2016-02-26,R0UDADF7cimiLwhHyakOag,
VVKDTYqQX5Fftk5LZ9qgrQ,Great place for open bowling, not a goo place for leagues,2014-07-17,VdjkWOT-8uurpDarkHolsQ,
_3_WoikNbTECog5z6kbxcQ,What a waste of money!! Trashiest place I've yet seen!  Rude and disgusting.,2016-11-05,4C9ofWwt-8sT3DTkxxRO8A,
n62dcL1e8BQA1_kUEYrldQ,1st time here.,2012-07-06,vvUd-ZDuZ7WjjWrqzxcjVA,
tM_MMrMFwf5rJv9rbu4NQQ,Get the ""Messy Fish Sandwich"" for $2.80.  Worth it if you have to eat here.  Fish patty covered in slaw and special sauce on a white bun.,2012-05-13,vvUd-ZDuZ7WjjWrqzxcjVA,
n62dcL1e8BQA1_kUEYrldQ,This place is the best. I love their Chinese food! Especially the Mongolian beef, egg drop soup, and honey dipped chicken.,2013-02-08,rI6CUepDqNQmeF7mB9quvA,
CFyPbqZaxoBTjOmVjSn_8Q,Deliciousness!,2012-10-25,rI6CUepDqNQmeF7mB9quvA,
n62dcL1e8BQA1_kUEYrldQ,Great egg rolls + egg drop soup! Super nice service!,2013-12-19,NE_y7hj1vysKIf5d2MXTpw,
GJVF0797Y2fVkMZFQFM8Rg,They only do breakfast on the weekends. :(,2016-06-06,NE_y7hj1vysKIf5d2MXTpw,
n62dcL1e8BQA1_kUEYrldQ,Top five Chinese restaurants in the valley...,2014-02-07,p9TZ2sPxuDkuYjJX62KOSA,
qS8RTVYBHECxDtOVSyZJkw,I feel like a sardine!! Holy crap,2013-11-23,p9TZ2sPxuDkuYjJX62KOSA,
n62dcL1e8BQA1_kUEYrldQ,Food was delicious and very fresh!,2016-01-02,GMB1InX__b4J_VWEX2vr1Q,
KXLjOJbl9VYXFxKT4YK99Q,Lunch Specials are recommended,2015-05-19,GMB1InX__b4J_VWEX2vr1Q,
n62dcL1e8BQA1_kUEYrldQ,By far the best Chinese cuisine in the area,2016-08-19,9pWFwk7eCNDY83tqoM5sIg,
n62dcL1e8BQA1_kUEYrldQ,Very affordable and delicious. Our new favorite lunch place!,2017-02-10,IIg9b-P7s0Cug5DFq_wbvA,
n62dcL1e8BQA1_kUEYrldQ,Excellent!,2017-04-27,yn3uTn6fk5ovTsJsg89mUA,
n62dcL1e8BQA1_kUEYrldQ,My tip is I would not recommend anybody to be treated so badly by a business because my grandchildren were cheated out of their once a month special meal because the restaurant couldn't provide them the food the way they ordered it & then wouldn't even give them the refund of their hard-earned money. They should be ashamed of themselves.. basically being thieves & stealing money from my daughter & food out of my grandchildren's mouths. Because instead of that special meal they got pb&j 4 dinner.,2017-09-15,wH3XEKS1yamHSbAwAVZ2oQ,
n62dcL1e8BQA1_kUEYrldQ,Go some where else where they treat you with respect, don't lie, provide the food the way you confirmed it would be, and not charge you for getting nothing.  Oops, but they will call the cops on you and this your order away....oh and then offer to get it back out of the trash for you. Until the policeman tells him he will get arrested if he does. Makes ya think, how many times do they take stuff out of the trash when no one is looking then?,2017-09-15,wH3XEKS1yamHSbAwAVZ2oQ,
-Ma5JqzuI_3xIAtpNJfQ2g,My favorite! Alway delicious, and the staff are super friendly.,2016-02-16,WxUrI0QhtANHSgkG6VJ96A,
wx7fvfCq53tNFieI4FiBWg,I liked every but the crust it was too thin and the size are not consistent.,2015-06-24,WxUrI0QhtANHSgkG6VJ96A,
ZEkJ9E0WlvJmh1X0KxhXww,Rack 'em, smack 'em & attack 'em,2011-01-27,R74KW_N3sF93lpJIDmDASA,
ZEkJ9E0WlvJmh1X0KxhXww,Bring your stick... And your game!,2012-02-09,R74KW_N3sF93lpJIDmDASA,
YdBfPgGQgCBoqtKSAZG4AA,Decent tables, good prices.,2011-06-05,R74KW_N3sF93lpJIDmDASA,
rJdEbOWNfAELa0YETWf9Lg,Try the plantains!,2013-01-05,R74KW_N3sF93lpJIDmDASA,
p9v9Sl2g_ibaajWvO0NjkQ,Awesome selection of beer...mmmm,2011-01-13,R74KW_N3sF93lpJIDmDASA,
5Pd6YEGn-iAcJf9BM484UQ,Good in a pinch...,2010-12-18,R74KW_N3sF93lpJIDmDASA,
9Q9nXYkov-tCTOEhWJTgSg,Oh so tasty...,2011-01-18,R74KW_N3sF93lpJIDmDASA,
PNTyiqS7R-0c1ofxOfDijQ,Awesome food! Just go... Bring cash...,2012-11-08,R74KW_N3sF93lpJIDmDASA,
ZEkJ9E0WlvJmh1X0KxhXww,Fun fun fun....enjoyed a girls night out here!,2011-09-18,m6N0qdSpmAbQVupGzVtQcw,
n9LPozEQplfb6NBrhfpAmw,Love this place! Awesome food...great service!!,2011-09-07,m6N0qdSpmAbQVupGzVtQcw,
ZEkJ9E0WlvJmh1X0KxhXww,UFC fight tonight with no cover charge, and drink specials...,2011-09-24,u_WJLsf5vjG8q6itin8t6g,
ZEkJ9E0WlvJmh1X0KxhXww,There is always entertainment fun people and excitement,2014-05-14,apQM8y7eBvXTGMfyiI6mAQ,
x_bhc4U_e6lv7Dat2WV04w,The people are fun and cool. . Everything is mellow I could definitely come here more often,2014-05-21,apQM8y7eBvXTGMfyiI6mAQ,
ZEkJ9E0WlvJmh1X0KxhXww,Get there early if you want to play pool,2016-02-03,Nm-ORVlAKsbG0X-vLtD4Ug,
ZEkJ9E0WlvJmh1X0KxhXww,Best billards and darts bar ever.,2016-09-04,r3bUcxa89WUSz56U7ef0JA,
GQaOgUdJOVoEzMaKODD8Hg,This is the best sub shop in town.,2012-11-29,3VtCb0IY5Acx16NJLKLoIA,
riM-pBsdqRRVXtAVbLfsxQ,The southwest spread is the best,2017-02-24,3VtCb0IY5Acx16NJLKLoIA,
GQaOgUdJOVoEzMaKODD8Hg,I love me some captain bills!,2013-12-21,a4YJFpv8yyKLyQ98NdcyFg,
YBx6SSmwwIulcqeKfJ7fQg,This was a great fast experience! Very professional staff! Thank you so much !,2016-10-21,a4YJFpv8yyKLyQ98NdcyFg,
GQaOgUdJOVoEzMaKODD8Hg,Awesome food,2015-05-07,1W23lAuzc2O0h5GJ3z2r-w,
vNwj8u1KbnKPQFMTd3TDWw,Food is good. But we seem to keep getting forgotten about on the patio....,2015-05-17,1W23lAuzc2O0h5GJ3z2r-w,
GQaOgUdJOVoEzMaKODD8Hg,Great local place. I highly recommend the Chipotle chicken sub.. OMG.. Amazing,2015-09-01,ZKr05Nstlq5naHmPJyP6NA,
GQaOgUdJOVoEzMaKODD8Hg,My favorite sub shop in Phoenix!,2016-07-20,U0mjqomUQjlVJAZjvF_qAg,
GQaOgUdJOVoEzMaKODD8Hg,Amazing sandwiches at cheap prices. Love it! Go here now.,2016-11-16,i97srXea-TyvGAeg8bBzNQ,
GQaOgUdJOVoEzMaKODD8Hg,The allure is definitely the fun and nostalgic decor... not the sandwiches.,2017-10-03,6gEN67utpu0rl1Y-lxfAvw,
llQfDCKPXBW1-hSb_qUC-g,Great service. Good food.,2016-03-27,6gEN67utpu0rl1Y-lxfAvw,
k-771ytdXmdz7xvqyemI2Q,Best breakfast burrito in town!,2017-01-22,6gEN67utpu0rl1Y-lxfAvw,
kZT6YJyjr56qra9sHEvSEg,The problem was correct thank you Arrowhead.,2016-10-06,wmdMqWZh6vVLnc0Hf-rJVg,
hz2auCaURcLk13UHOBlm3g,Best donuts on the west side. Actually in Phoenix thus far. Excellent select and super friendly staff.,2012-10-28,gbk-Gxz0qs1jboVg78PpfA,
hz2auCaURcLk13UHOBlm3g,Love the maple bacon donuts. The croissants and muffins are amazing. Try the cream cheese muffin you won't be disappointed,2012-10-28,gbk-Gxz0qs1jboVg78PpfA,
hz2auCaURcLk13UHOBlm3g,reat donuts, sandwitchs and tea. I would work with this guy!,2012-12-14,1vxJ11ZNT1RUIE7Yoc2lMA,
hz2auCaURcLk13UHOBlm3g,Delicious Donuts for cheap. Friendly clerk and his wife. Great boba smoothies!!!,2013-01-11,UZa0Hq7_k9xNUyAzNi303w,
hz2auCaURcLk13UHOBlm3g,this donut place really has the best donuts in town mmmmmmm.....need i say more lol,2013-09-21,Nh043OM2s3Dsy3lahdgsgg,
hz2auCaURcLk13UHOBlm3g,Nothing wrong!,2014-05-11,8-HW16MKPJcFvFEp12M-kA,
hz2auCaURcLk13UHOBlm3g,Great donuts!,2014-07-09,U1nMBNchai2pZrcCW-DrsA,
-zhywnaBiGRNcr6kbDagBQ,Best tacos, quesadillas and Sopes!!,2014-08-24,U1nMBNchai2pZrcCW-DrsA,
hz2auCaURcLk13UHOBlm3g,Absolutely the best donuts in town and the friendliest staff too.,2015-07-11,XyKzkyd4jQfV8CAlxYsM_w,
z3Y-jz_2V2XJ4kgcCVXpcA,sorry nasty food do they use ground beef? Uugghh,2015-03-19,kh9jH0tpGYtGtngZVE-b-A,
LQ-gMAQLbPVxjrBYCJ1ApQ,Love this place. Must have the pork fried rich\/beef and broccoli.,2012-08-20,WyJem4y8g5ZpZ0umAHIicQ,
LQ-gMAQLbPVxjrBYCJ1ApQ,i FU¢KEN love this place. been going here since i was in grade school. 14years now. i want go anywhere else,2013-02-19,WyJem4y8g5ZpZ0umAHIicQ,
4VPjBVJKcxDpr00OMwxSww,if u get tacos get them in flour tortia.,2013-02-23,WyJem4y8g5ZpZ0umAHIicQ,
4VPjBVJKcxDpr00OMwxSww,So i just found out if u buy a pound of carne asada it cheaper then buy by taco. For example. 10 tacos is like 20 bucks. Which is less then 1\/2 a pound of meat. If u get two pounds it comes out to 24 bucks. The meat is still cooked and u still get everything u would if u asked for tacos. The difference is u have to make the tacos ur self. So u end up paying so much more just to have them put the meat on the torrtia. Hope this helps.,2013-06-05,WyJem4y8g5ZpZ0umAHIicQ,
LQ-gMAQLbPVxjrBYCJ1ApQ,Chicken with vegetables & orange chicken are yummy! Thanks Andy : ),2012-12-09,fIoeqWD3WEAXPARAWAN8PQ,
LQ-gMAQLbPVxjrBYCJ1ApQ,Kung Paola's good... Trying General Tsao today,2013-07-03,So311tBJySd96FoNnD3_lg,
sUXs9ATmb423TcxgtMalzQ,Spicy fried rice with chicken... Yummy,2013-08-13,So311tBJySd96FoNnD3_lg,
L_9g6y_EJqJ7A7nJMV9rmA,The Count was an excellent sandwich.,2014-07-23,So311tBJySd96FoNnD3_lg,
YM4nM68YTzru8Hj_c5SvHA,The food is great and the management is phenomenal.   Will definitely be back!,2017-11-22,So311tBJySd96FoNnD3_lg,
LQ-gMAQLbPVxjrBYCJ1ApQ,Great food.  Big portions. Yum,2014-06-29,5f7cIwjjnHF_A6vrl6tdhg,
XMMLRvV4IMxIGyc4H37LxA,Yummy got fried rice  and # 30 ans egg rolls,2014-09-05,5f7cIwjjnHF_A6vrl6tdhg,
wZm86tTEhbWv3hek3iprZw,Cook and staff super nice. Food was just ok. Gteat drinks specials,2014-04-25,5f7cIwjjnHF_A6vrl6tdhg,
LQ-gMAQLbPVxjrBYCJ1ApQ,If you can get passed the thick accent of the waiter, you'll get to the delicious food. Highly recommended :),2015-03-05,krhh7UJych4gaei50sfSEw,
LQ-gMAQLbPVxjrBYCJ1ApQ,A plate of Orange chicken, chicken fried rice and ""low mein"" aka chowmein is delicious! Total of $35,2015-03-05,OfxC5HxeSnbpSpBT8D6Adw,
LQ-gMAQLbPVxjrBYCJ1ApQ,Always enjoy our experience at Little Dragon. Foods delicious and very affordable.,2015-09-05,_cQU2pnHOQuW_56AZm_wPg,
X63_I3yt7R-PPyA8WeXoSQ,Always eager to help and provides good service!,2016-03-27,_cQU2pnHOQuW_56AZm_wPg,
LQ-gMAQLbPVxjrBYCJ1ApQ,Great food.,2017-01-19,hJGO16fjBgBHzw6TJs1D-g,
hTe5SavBjp3zRulupZSJew,Just like what we had in Italy!  NONE BETTER!  Staff and all food grest@,2017-05-25,hJGO16fjBgBHzw6TJs1D-g,
LQ-gMAQLbPVxjrBYCJ1ApQ,Try the orange chicken combo..... Outstanding.,2012-07-28,Y6XYvAat-Rcugo7vS9jJQA,
lW1fOMA42aLM-r-qIomQGQ,Amazing work with boutonnieres! Fast and great service.,2015-05-09,Oa9qpPnrj52_69iJsBjoXw,
zdW81Pk8Q3jA5sMj9AHOrA,About to see what this Mexican food's all about here in the AZ. It looks legit!,2013-06-15,MpJyuTT1_x6Unx11DKl64w,
zdW81Pk8Q3jA5sMj9AHOrA,Tacos are awesome. Tons of different meats & salsa to choose from. The best Piña Colada drink I've ever had!!!b,2013-06-16,MpJyuTT1_x6Unx11DKl64w,
MWfVSlO_SzJYnPEAUd4iEw,I like this spot.  It's located close to the freeway and it's clean.  Best bang for your buck!,2013-06-15,MpJyuTT1_x6Unx11DKl64w,
MWfVSlO_SzJYnPEAUd4iEw,Time to put in work in the fitness center yO!,2013-06-16,MpJyuTT1_x6Unx11DKl64w,
xtJ9ELoKVMbRwZ0ktbVTlA,Excellent burger & quick service! Located in Gate A @Phoenix Airport.,2014-04-23,MpJyuTT1_x6Unx11DKl64w,
zdW81Pk8Q3jA5sMj9AHOrA,It's yummy! Makes me sad that it's so far from where I live.,2013-06-22,r6f9t5FfsYyP1U0RjQBdvw,
lRDkw5ydOm_wHiFVaCRRjg,As I type this tonight there are cops outside talking to people about something. -sigh-,2013-03-15,r6f9t5FfsYyP1U0RjQBdvw,
04k-7J5AcsdXk1FY5ld5Ug,They're really nice here. I swear I come here least once a day sense I live next to it.,2013-03-16,r6f9t5FfsYyP1U0RjQBdvw,
nCAqeub9ERwzSoQwGzr1QQ,I like the stadium seating. Hate the stupid teens flooding the place.,2013-03-29,r6f9t5FfsYyP1U0RjQBdvw,
tscuulOaFlakuhm9RUhT9A,Looking around and what do I hear? A crying child!!! I left. Wtf kind of place lets a child in, not a baby, but a child! Don't think I will be coming back here.,2013-06-22,r6f9t5FfsYyP1U0RjQBdvw,
5RRfUPmRboHNydASWEnANw,Freckled lemonade is so good,2013-03-19,r6f9t5FfsYyP1U0RjQBdvw,
zdW81Pk8Q3jA5sMj9AHOrA,When did they start charging to use debit\/CC? I've never been charged up until now!,2017-01-24,5mEDN2IKuA7Vr-iP1ZBlRg,
zdW81Pk8Q3jA5sMj9AHOrA,I'm a regular here love their street tacos,2017-05-10,nL5Kw0XlYIbpoptF8IPD-w,
hA-xdgPfxke2O4Nrqp4L5Q,Been bringing my dogs here since they were puppies friendly staff very professional,2017-04-03,nL5Kw0XlYIbpoptF8IPD-w,
C5bmtDRAtl5iMGmBCF5prw,Been coming here since u had to come thru the other door, remember that??...Their fried chicken and iced tea is the best homie!! WESTSIDE FOE LIFE..,2013-02-09,0NhM6n2ZDM2WoVAqdqRZFA,
IEZRcxLrnMkc7W3q1i7d9g,Best mariscos on the WEST..all the homies come here!! ..cold ass Corona and a hot cup of consume..perfect combination,2013-02-09,0NhM6n2ZDM2WoVAqdqRZFA,
akhMwlK3WO74eYFlw6f4oA,Bacon and sausage please ..pecan waffle extra syrup and cheese eggs...make u feel like u in the ATL.,2013-02-09,0NhM6n2ZDM2WoVAqdqRZFA,
wFEZPY0JjUIJ8tNWx62vmg,Happy hour!,2012-05-03,0NhM6n2ZDM2WoVAqdqRZFA,
GiLsPCxl7k-PAUS6svOQVQ,Aint as good as the early 2000's ..Give it up..Petes got the fish and chips game on lock..,2013-02-09,0NhM6n2ZDM2WoVAqdqRZFA,
lA4bWd0prl1huLmiHTQHpw,Bomb food..I like to conversate when I grub tho..and all we end up saying to each other is WHAAAT?? HUUH?? Youll figure out why..lol,2013-02-09,0NhM6n2ZDM2WoVAqdqRZFA,
Q7bAF6MrZ8wWfLsxaPl2Yw,They knw us by name here...better then the one on Camelcrack,2013-02-09,0NhM6n2ZDM2WoVAqdqRZFA,
C5bmtDRAtl5iMGmBCF5prw,Great place fresh food and staff it's always friendly,2015-01-04,5iEKhCjtOYAfAJtxs26L6g,
C5bmtDRAtl5iMGmBCF5prw,Best in phoenix.. been coming here for about 20 years now!,2015-07-16,OZuJnR1dhDV8-5YirNnAmA,
C5bmtDRAtl5iMGmBCF5prw,Nostalgic for me. Yummy food, especially the sesame chicken.,2015-12-13,KBCEnS43MnnxPrkUCFW8wg,
rUZVVOzh0Nk1EdzEm1IPew,Quick, efficient, and friendly! Thank you.,2016-11-13,KBCEnS43MnnxPrkUCFW8wg,
C5bmtDRAtl5iMGmBCF5prw,You can't beat the price for this buffet and the sesame chicKen is sooooooo good!,2015-12-31,qakTQYcbHSnsPtCNXBqJdA,
C5bmtDRAtl5iMGmBCF5prw,I fell in love with this place ever since I was a little girl,2016-02-15,4tLs1hc5b3RKESt1dfwm4g,
C5bmtDRAtl5iMGmBCF5prw,The best chinese food buffet in arizona.,2016-03-18,W--uNx6Hi5hz_GZTOg55Ig,
C5bmtDRAtl5iMGmBCF5prw,OMG such a dirty place !!! And my friend her daughter and I had to literally run out because there was the biggest roach next to our feet and a few min prior to that some lady had found hair in her food !,2016-06-18,BhVMIxE6zK-MOWPGvWTa3w,
1HD5iUUfVJDbfEBIn9yVhw,Omg,2017-03-29,BhVMIxE6zK-MOWPGvWTa3w,
C5bmtDRAtl5iMGmBCF5prw,Love too eat at this place good food. You should give it try if you haven't.,2016-07-22,BoQikn6ZQsBqbVaiYKmL5w,
IqsQRoiVE535Z2JR-7xoWQ,Went by got some tacos and they didn't get any hot sauce.,2016-10-15,BoQikn6ZQsBqbVaiYKmL5w,
GbLdYTOMHqaCLDTSlgC1lw,Great service delicious...don't be fooled by how it looks outside.,2016-08-13,77rMG8o24qL64EZ_0suM5A,
hlDcfzRGfmSmL5LpYcRqKA,Nice people but wasn't my favorite,2016-04-20,77rMG8o24qL64EZ_0suM5A,
_CF9vpN1F9KcAkXbOIkL8w,Best teriyaki in town..,2014-01-10,qQ8cAQpF_c9_TPtSh-WfDQ,
RtnTbhWYw4QjKhoTBV37OA,Awesome food, tasty beer,2014-02-21,qQ8cAQpF_c9_TPtSh-WfDQ,
DYO9Uf1oLvZBX22WFZeu3g,The salmon is the bomb,2014-03-21,qQ8cAQpF_c9_TPtSh-WfDQ,
_CF9vpN1F9KcAkXbOIkL8w,Chicken special is the best!!!,2016-07-16,0WUfPiReVYkulVgmDgh_gg,
zBvlG2BpznDH0pBmgkEFJQ,Donot come here please.,2013-09-27,l02gm6T6qEoRq6oSpVkRaA,
zBvlG2BpznDH0pBmgkEFJQ,Bad service ever. I dont recomend this place for your financial need.,2013-09-04,l02gm6T6qEoRq6oSpVkRaA,
CpYoXlf-VXw_XAnQ8TvZlw,Nice location, friendly staff.,2013-09-06,l02gm6T6qEoRq6oSpVkRaA,
qn1HGmLGm3iwI0lxIdKdQQ,Nice to be here:-),2013-09-08,l02gm6T6qEoRq6oSpVkRaA,
MYpVX--9SecU-RTEyo1jsQ,Nice and clean.,2013-10-05,l02gm6T6qEoRq6oSpVkRaA,
dDE1oQZrKWzDlWHLXhjcZg,Beautiful!!!!love to be here.,2013-09-28,l02gm6T6qEoRq6oSpVkRaA,
IEZRcxLrnMkc7W3q1i7d9g,Porque chingao tienen un pinche Tuba tocando?! No puedo platicar con la familia weyes!,2012-09-03,KvIbv1FQ4XW_NGJ4t3kHzw,
7cK9uEV09iPmsTqOqmY3kQ,Being the nice uncle, brought my niece and nephew. Plus two teen cousins. We're the only brown folks here but haven't gotten a bad stare yet.,2012-09-02,KvIbv1FQ4XW_NGJ4t3kHzw,
x_4gEfC25uiX21NyYdohgQ,Besides being full and there being an abundance of seafood... the food is so so.,2012-01-20,KvIbv1FQ4XW_NGJ4t3kHzw,
iS1AKJO8Vwx23pcbm_fv8g,Its open on labor day and like the oldies playing.,2012-09-03,KvIbv1FQ4XW_NGJ4t3kHzw,
IEZRcxLrnMkc7W3q1i7d9g,Bomb Micheladas,2013-01-27,V7t2uVINSRLueopXP9I3pg,
jlbP9Yd0AQP8OlcsFkZ4hQ,Love Ikea:),2013-03-02,V7t2uVINSRLueopXP9I3pg,
IEZRcxLrnMkc7W3q1i7d9g,Best shrimp I've ever had.,2014-02-10,53ZHvp6xgqNQxcmssYEYEQ,
IEZRcxLrnMkc7W3q1i7d9g,Slowest service ever !!! Food was ok !!! Really Disappointed!!! Lousy Lousy Lousy!!!,2015-04-19,jgAD3oI3PEbbckvBwGWOhA,
IEZRcxLrnMkc7W3q1i7d9g,Is not that good service and food,2017-04-19,Pp69s-dPyrLtYQ6nECAmYA,
Q_jyWN0oQPaAWO5PYC-8PA,Very good food, clean restaurant, the service was very helpful. No complaints.,2013-04-12,F39gPUz0Xj-HlBxHr5lJYg,
Q_jyWN0oQPaAWO5PYC-8PA,Good,2015-07-20,W2fVv3j9iA6JikbpJdn2Mw,
UKUiJtXl0kXIUgK5tjReIA,Excellent food great service,2015-03-21,W2fVv3j9iA6JikbpJdn2Mw,
jlcnzJ_0Sr2w3l7Z9HaVow,Good food. Great service.,2015-03-22,W2fVv3j9iA6JikbpJdn2Mw,
Q_jyWN0oQPaAWO5PYC-8PA,They are ok,2015-09-01,Cpgf_T1RrYsIhrj0HXLp2A,
Jtj8qgXzuWKjO2DYIn45dw,I really love this place and they deliver to our home,2015-08-18,Cpgf_T1RrYsIhrj0HXLp2A,
ROuiI7sWhEMLodSylU2Qpg,Dry food today but the manager redeemed himself thank you Tote,2016-03-28,Cpgf_T1RrYsIhrj0HXLp2A,
2aNbZrFzXBzSirexFDrs5A,Nasty,2017-02-25,Cpgf_T1RrYsIhrj0HXLp2A,
vjlnj2qGXOQrLVLaCCF_mw,Awesome place this is our new favorite hang out the food is great,2016-09-11,Cpgf_T1RrYsIhrj0HXLp2A,
sNHseqXVsFUcrn7o9mCUcg,I spent $6 on a huge meal for my mom, sister and I. Cheap and delicious :-),2013-09-05,7O2S9AYZRMIaddcu3w_6Rw,
Y26ixQb6rpJzdky0WdTjrA,Everyday happy hour 2-4pm,2014-05-24,7O2S9AYZRMIaddcu3w_6Rw,
3yNjFbYSNxlRtTCDCXVcnA,This place is great!,2013-08-31,7O2S9AYZRMIaddcu3w_6Rw,
ku7abza_uIGTALD76eeg1Q,Happy Hour slushes 2pm-5pm,2015-01-23,7O2S9AYZRMIaddcu3w_6Rw,
WXPLWqJuOwPwtJa2HQ-2fA,I tried Wingstop for the first time a few weeks ago and I'm so in love!,2013-08-06,7O2S9AYZRMIaddcu3w_6Rw,
WXPLWqJuOwPwtJa2HQ-2fA,Come on Mondays and Tuesdays: 60 cent boneless wings! (5 minimum),2014-04-08,7O2S9AYZRMIaddcu3w_6Rw,
jMpewaaXFr3VeadFBplF0w,My favorite place to go eat! I love the environment and staff is super friendly. If you haven't gone to this Popeyes, then you're seriously missing out.,2013-08-06,7O2S9AYZRMIaddcu3w_6Rw,
8RR4b5H-hRA8hD8WCfCd5A,Eyebrow and mustache wax deal: $12,2014-10-23,7O2S9AYZRMIaddcu3w_6Rw,
8RR4b5H-hRA8hD8WCfCd5A,This place is great! I love how you can just come in without needing to make an appointment. I always come here!,2013-07-24,7O2S9AYZRMIaddcu3w_6Rw,
n5iwkQQH9nipqi_8cEyNiQ,Get a large,2014-04-26,7O2S9AYZRMIaddcu3w_6Rw,
x_4gEfC25uiX21NyYdohgQ,Try their sushi,2014-05-11,7O2S9AYZRMIaddcu3w_6Rw,
